CountyName,LocationName,Asthma,TotalPopulation,TotalPop18plus,COP,GEOID,Smoking,Drinking,Short_Sleep,Physical_Activity,neighbor_avg_density,minority,aging,disability,forest_total,wetland_total,Hdensity_total,Ldensity_total,grasses_total,water_total,forest_pct,Hdensity_pct,lst_winter,ndvi_fall,evi_spring,evi_fall,savi_fall,savi_winter,savi_summer,savi_spring,ndvi_winter,lst_summer,evi_summer,lst_spring,lst_fall,ndvi_spring,ndvi_summer,evi_winter
Allegheny,42003111300,11.0,2658,2313,4.9,42003111300,13.2,21.8,38.1,19.9,37.0112387932043,0.3472172351885099,0.1217235188509874,0.1371633752244165,1.8901960784313725,0.0,471.36862745098034,72.58823529411765,2.388235294117647,0.0,0.0,0.6726428672451519,10.315853872684594,0.462285451819387,0.2308606749062231,0.2470290747682308,0.2424395717321865,0.1291124463235742,0.3143741992214407,0.2223479513719299,0.2866768821381424,41.23143338419271,0.3351518762636608,29.21007486510128,22.262161947846145,0.3996189099958296,0.5118806466062401,0.1280769471556519
Allegheny,42003191600,10.9,4141,3365,8.1,42003191600,16.5,21.2,37.0,23.3,19.899292929219133,0.2715897939156035,0.2041216879293425,0.1921000981354269,596.9254901960783,0.0,1014.5960784313726,1070.4705882352937,2.0,0.0,0.4453211226152311,0.20397956107327558,5.112572047112771,0.5703096330092422,0.3791849877541917,0.3150287934081256,0.3056508758122765,0.1410088830540286,0.4110800869860739,0.3500557933052063,0.3386917495191022,32.357348587892645,0.4490331367863479,30.09181773436085,20.559914279389307,0.5625953658240449,0.6301911571526895,0.1365631817969958
Allegheny,42003140800,8.8,4658,3688,4.2,42003140800,8.1,21.3,31.1,14.7,12.481720496847942,0.2317544216304126,0.1677170156535881,0.0628176458629802,201.80392156862743,0.0,512.9960784313723,269.2823529411764,5.0,0.0,0.6034395647104548,0.372972311832067,5.91144274668576,0.5656693992201991,0.3620106669888894,0.3186372852047883,0.3091853762636551,0.1380894478222107,0.4133548464721523,0.3384184093160476,0.3558800035763498,34.90535832310724,0.4512737905940104,26.664374182861447,20.988278095857435,0.562879740385946,0.6386733093180947,0.1320208753908643
Allegheny,42003191400,10.7,2725,2480,5.8,42003191400,13.8,24.8,35.1,18.9,26.921743929492855,0.1593248250308769,0.1379168382050226,0.1086867023466447,189.4313725490196,0.0,800.3098039215683,363.9960784313726,0.0,0.0,0.23968533278128554,0.5032952925092734,5.098820913687809,0.5241996495317965,0.2834501479837076,0.2607302538344867,0.2555926897723217,0.1106136090967325,0.3755547357896577,0.2683257868297388,0.3049774265291445,34.042170859397004,0.4092886472073649,31.372804856536447,22.534141525179784,0.4738756539772703,0.5839895755917471,0.1038086108078407
Allegheny,42003070900,9.2,4987,4638,4.2,42003070900,10.3,18.8,34.6,19.7,62.33767206747876,0.3908484270734032,0.1718303145853193,0.0743565300285986,0.0,0.0,705.5450980392156,98.16470588235292,0.0,0.0,0.0,0.6588870238002602,8.724825730989139,0.4283977813486592,0.1717914540876907,0.2199122889977676,0.2175872022368908,0.1108060171974331,0.2838871084191804,0.1691039223807801,0.2707480679877403,41.03629451636101,0.2988653888845333,27.79116546239468,22.22861673076207,0.3327929937389821,0.4817881197436744,0.1071858817952384
Adams,42001031402,9.9,2288,1901,7.9,42001031402,12.7,15.6,34.6,21.4,7.3105031808967444,0.0481611208406304,0.3371278458844133,0.1506129597197898,15593.376470588231,1933.156862745098,1481.0784313725492,7904.294117647057,33283.31372549018,129.05882352941177,0.45351709159570275,0.13597405176408286,1.990626252838409,0.6043471785933456,0.3066123354532006,0.3492485834445698,0.3439862399047114,0.2416190992701398,0.5115845809556482,0.3024057709691656,0.4259576998844817,33.86698680988998,0.5626115048395245,12.690085551813368,19.656997899710408,0.4853082703865262,0.7513521617752364,0.2361528978204427
Allegheny,42003050900,16.0,1386,999,18.0,42003050900,35.3,10.3,53.9,50.9,29.517799691176084,0.9818840579710144,0.1710144927536231,0.2427536231884058,136.0941176470588,0.0,314.90196078431364,79.76470588235291,10.0,0.0,0.11021784232365148,0.43716064757160666,4.480182921184695,0.5541097313202359,0.3490452610097594,0.3105490452591524,0.2983317715577007,0.1266724711992959,0.4162948711627963,0.3243684064095167,0.3115621881915525,36.60082291297986,0.4645955987859305,30.489936634055518,18.469362586277448,0.5453456200262607,0.6275902030877297,0.1271041768273893
Allegheny,42003160800,10.5,2552,2256,5.2,42003160800,14.1,24.2,35.7,18.3,26.25873842055514,0.1379605826906598,0.1178234790059982,0.1580976863753213,90.60000000000002,0.0,466.6666666666666,209.16078431372551,0.0,0.0,0.26316928537419376,0.42396638655462204,5.887057626996044,0.5709198344449038,0.2846707890881783,0.2970294190450479,0.2895827088365064,0.1058394572781722,0.3929801953822709,0.2703309766364262,0.2638012299554495,35.87813450284474,0.4319829184216088,27.386410097112925,22.78766764010628,0.4842646792601351,0.6075341593088213,0.104781560970715
Allegheny,42003050600,11.2,1723,1486,6.4,42003050600,14.2,15.1,41.2,24.8,42.34195011745673,0.8346938775510204,0.2076530612244898,0.2530612244897959,6.0,0.0,402.8039215686275,285.64705882352945,6.0,0.0,0.0,0.30937058852163746,4.978578496608175,0.5680553954798944,0.3125615109741507,0.3201255687092528,0.3080000740533157,0.1280539508144942,0.4261891881341001,0.2916166294526013,0.2937889219153798,36.514147771607874,0.4743373614704787,31.80313222831369,19.771952887751635,0.5042758869870787,0.6264699153525799,0.1257239420300083
Adams,42001031000,10.1,2310,1711,6.4,42001031000,15.3,20.1,38.1,21.0,7.891277209197718,0.0666356011183597,0.1230195712954333,0.1388630009319664,285.30588235294124,341.75686274509803,1477.6235294117644,2236.4627450980406,5690.627450980393,13.0,0.32776655258202403,0.2802035064252615,3.285172333682433,0.4352144165068901,0.3484515282009217,0.2753061943663892,0.2623637275640529,0.2170644438133417,0.4473944755122682,0.3232128658379469,0.3812807734895691,36.76341045701351,0.4995505825027886,24.31193206232624,14.964524776086495,0.460771197480905,0.6456488455962205,0.2226898068115086
Allegheny,42003101800,9.9,2414,2098,5.4,42003101800,11.5,20.2,33.7,17.8,8.228557704257996,0.1721958925750395,0.2144549763033175,0.1026856240126382,206.38823529411764,0.0,1198.1137254901955,564.5568627450979,0.0,0.0,0.31214729521746565,0.42122421191480747,4.295924493115706,0.5551611011573744,0.3145069494386927,0.3041228070681756,0.2952227558889541,0.1413695954873161,0.400760139773828,0.2986889129423989,0.3568438542654137,37.35642224679428,0.4386803489405849,28.99120031336816,21.132840109744723,0.5111849159496491,0.6263105811744385,0.1343075984243376
Allegheny,42003050100,13.7,1757,1428,12.2,42003050100,23.9,11.8,49.4,38.2,16.20160110931319,0.9545163356822548,0.2210121716848174,0.1844971172325432,0.0,0.0,496.85490196078416,152.3686274509804,0.0,0.0,0.0,0.3882302798781356,9.416104291516396,0.4915090675721736,0.3183880220562984,0.3170931221096864,0.3001752108700015,0.1427847454762166,0.3851124731036656,0.2955823189921471,0.2576278229491012,39.18818049871239,0.4287244165635807,31.774107950649174,20.152552458701468,0.4722033673610117,0.5607260349676881,0.1474108369436026
Allegheny,42003140400,9.3,2312,1817,4.6,42003140400,8.4,20.0,30.3,14.5,26.921730084022393,0.1464063886424134,0.2311446317657498,0.0519077196095829,11.576470588235294,0.0,415.0509803921567,244.9921568627451,0.0,0.0,0.08638211382113821,0.19607324401443726,6.3684606827106425,0.5567703041952996,0.2725949897749722,0.2919785136144319,0.2873312694995677,0.1317557249027377,0.3738017139008067,0.2625060509612494,0.359802543058666,37.762956869558245,0.3982520655649675,25.49875980840907,21.446737560504584,0.4735805710651574,0.6106686694967063,0.1271613559903169
Adams,42001031401,9.4,4745,3899,7.3,42001031401,10.7,14.5,33.7,21.5,9.34540343566409,0.1362189688096753,0.3925312964141735,0.1275196265648207,6114.368627450982,743.7882352941177,1305.3254901960786,6203.03137254902,17161.788235294127,45.0,0.34005082210723164,0.06127838297412109,1.3413766907180305,0.6055258566125699,0.3889369970722031,0.3623787541660789,0.3554970413939478,0.2372782292330437,0.4873076754048558,0.3743884366023155,0.418201425815705,34.665404752762946,0.5310951042624832,14.636185359819748,19.76669298383917,0.5721276310134903,0.723111861558742,0.2319646774995592
Allegheny,42003070300,9.2,2243,2079,3.9,42003070300,8.6,22.2,32.1,16.0,11.594126733792642,0.3107989464442493,0.2028094820017559,0.083406496927129,0.0,0.0,420.8941176470586,45.423529411764704,0.0,0.0,0.0,0.7505124478234946,8.59311098461697,0.4075661204261597,0.1553952865616982,0.2045003426600891,0.2037273809287797,0.1021900233503227,0.2649405187026596,0.1545312002974971,0.2483774518311258,41.72876670816503,0.276596235142111,27.438955608231968,22.71008833716031,0.3082968756318074,0.4534771035658455,0.0983080580283642
Allegheny,42003192000,10.6,3455,2891,7.7,42003192000,16.3,20.2,36.3,23.2,25.566599650791844,0.2215065807896947,0.1848221786614393,0.1870624474936992,109.31764705882352,0.0,639.4156862745097,574.7686274509804,0.0,0.0,0.30183670540967145,0.2975878712795384,6.496458101964109,0.5447465997895657,0.3071346657015144,0.296052619767006,0.2878180118535463,0.1516946769920415,0.3800645911565736,0.2935955609635496,0.3314448585471768,33.72510252349207,0.4094579665798259,26.34501568626404,21.262813953393337,0.5116531986066983,0.599226012144513,0.1501639737762897
Allegheny,42003261400,12.9,2241,1735,11.7,42003261400,22.6,13.0,44.6,35.2,15.002034642787354,0.5919963201471942,0.2299908003679852,0.2102115915363385,0.0,0.0,520.913725490196,548.5725490196079,0.0,0.0,0.0,0.25632184773362043,3.935145183395754,0.5787500345550561,0.3468873382090943,0.3304650822824833,0.3171174464259088,0.1283125956355829,0.443465010035714,0.3229124747904865,0.3094313786560831,35.3919400112051,0.4931877845344469,29.34692219911672,18.675609203797475,0.5458470293053695,0.6797175987788628,0.1260929806311673
