system:index,geoid,sum,.geo
1504,42049011300,688.8627450980391,"{""type"":""Polygon"",""coordinates"":[[[-80.0219300139305,42.14172924973926],[-80.00939704775848,42.128491191518314],[-80.00224107010354,42.12934519064155],[-80.00843805410983,42.14171124085605],[-80.0219300139305,42.14172924973926]]]}"
1505,42049011400,2322.0117647058823,"{""type"":""Polygon"",""coordinates"":[[[-80.04373495752269,42.15652732318881],[-80.03140498409107,42.138243242260394],[-80.00380606898705,42.14677325677931],[-80.02354601864891,42.165976344646126],[-80.04373495752269,42.15652732318881]]]}"
1506,42049011503,3515.6705882352926,"{""type"":""Polygon"",""coordinates"":[[[-80.02354601864891,42.165976344646126],[-80.00471506664415,42.148228262858],[-79.97786320256677,42.15811518693294],[-79.98780416342402,42.183805318176525],[-80.02354601864891,42.165976344646126]]]}"
1507,42049011508,5004.631372549019,"{""type"":""Polygon"",""coordinates"":[[[-80.01261704222001,42.1436092507988],[-80.00675405454813,42.12266416809338],[-79.97112820977672,42.132086089052294],[-79.97786320256677,42.15811518693294],[-80.01261704222001,42.1436092507988]]]}"
1508,42049011509,3846.0980392156853,"{""type"":""Polygon"",""coordinates"":[[[-79.98780416342402,42.183805318176525],[-79.97786320256677,42.15811518693294],[-79.90048272163048,42.18652778897141],[-79.90028878449341,42.20431777791812],[-79.91009176002163,42.21824984391093],[-79.98780416342402,42.183805318176525]]]}"
1509,42049011510,6110.466666666666,"{""type"":""Polygon"",""coordinates"":[[[-79.98883611227836,42.10212105972189],[-79.90176142402862,42.10178383846133],[-79.90048272163048,42.18652778897141],[-79.98570915740618,42.15428021379832],[-79.96333122709486,42.118822030729035],[-79.98883611227836,42.10212105972189]]]}"
1510,42049011511,2466.8549019607844,"{""type"":""Polygon"",""coordinates"":[[[-80.00675405454813,42.12266416809338],[-79.9937450945749,42.10195707163918],[-79.96333122709486,42.118822030729035],[-79.97112820977672,42.132086089052294],[-80.00675405454813,42.12266416809338]]]}"
1511,42049011600,1978.380392156863,"{""type"":""Polygon"",""coordinates"":[[[-79.84870820725213,42.2166593867327],[-79.84537516453491,42.203902398987125],[-79.82205134458579,42.20688522628915],[-79.821673461347,42.225731149696074],[-79.84208225987717,42.217367335201985],[-79.84870820725213,42.2166593867327]]]}"
1512,42049011701,6304.733333333332,"{""type"":""Polygon"",""coordinates"":[[[-79.91009176002163,42.21824984391093],[-79.90048272163048,42.18652778897141],[-79.84535517963094,42.206738390601174],[-79.84663223366417,42.21878436520007],[-79.79576265867611,42.22554194750317],[-79.76185504360589,42.241534811271386],[-79.76200118991257,42.27772297630208],[-79.87386510726242,42.236348540979854],[-79.91009176002163,42.21824984391093]]]}"
1513,42049011702,13214.807843137252,"{""type"":""Polygon"",""coordinates"":[[[-79.9040155295484,42.13578083075108],[-79.90204937759046,42.088452845570835],[-79.76187680152182,42.086279688716814],[-79.76185504360589,42.241534811271386],[-79.82205134458579,42.20688522628915],[-79.90048272163048,42.18652778897141],[-79.9040155295484,42.13578083075108]]]}"
1514,42049011801,8734.152941176466,"{""type"":""Polygon"",""coordinates"":[[[-79.90388307101232,41.99872888291491],[-79.76195510646318,41.99884018102228],[-79.76187680152182,42.086279688716814],[-79.90204937759046,42.088452845570835],[-79.90388307101232,41.99872888291491]]]}"
1515,42049011802,10593.66274509804,"{""type"":""Polygon"",""coordinates"":[[[-79.7619809004366,41.95011037973853],[-79.76130748059308,41.850912784216206],[-79.61207148436834,41.85032748566469],[-79.61117166237239,41.90757531382194],[-79.65886670842333,41.915481368140874],[-79.65270984228668,41.95499222696624],[-79.61104276251086,41.939824217941776],[-79.61083794535864,41.99875604294027],[-79.76115410630693,41.998808180512704],[-79.7619809004366,41.95011037973853]]]}"
1516,42049011900,5605.886274509808,"{""type"":""Polygon"",""coordinates"":[[[-79.65884371262834,41.91668236405498],[-79.61117166237239,41.90757531382194],[-79.61104276251086,41.939824217941776],[-79.65270984228668,41.95499222696624],[-79.65884371262834,41.91668236405498]]]}"
1517,42049012001,10392.858823529414,"{""type"":""Polygon"",""coordinates"":[[[-79.88689751651823,41.85073972916508],[-79.76130748059308,41.850912784216206],[-79.76115410630693,41.998808180512704],[-79.89198907390755,41.99875890479181],[-79.88689751651823,41.85073972916508]],[[-79.84397866893914,41.88334385967557],[-79.82885472861368,41.89724890689808],[-79.83189776127328,41.90696491158622],[-79.85826073321816,41.90356785379571],[-79.84397866893914,41.88334385967557]]]}"
1518,42049012002,2093.905882352941,"{""type"":""Polygon"",""coordinates"":[[[-79.85853374616966,41.907148857487165],[-79.85598367581422,41.88747583944762],[-79.83631367585684,41.88381087623842],[-79.83189776127328,41.90696491158622],[-79.85853374616966,41.907148857487165]]]}"
1519,42049012100,16611.266666666656,"{""type"":""Polygon"",""coordinates"":[[[-80.0745566025369,41.95944662067655],[-80.06633948258728,41.914900549538196],[-80.03455958352512,41.91466456408581],[-80.03523333712953,41.849969461114064],[-79.88689751651823,41.85073972916508],[-79.89198907390755,41.99875890479181],[-80.0451468628944,42.00284570801135],[-80.04547674551485,41.968661645995226],[-80.0745566025369,41.95944662067655]]]}"
1520,42049012201,16374.356862745106,"{""type"":""Polygon"",""coordinates"":[[[-80.20596599428563,41.889981433963335],[-80.2065449257097,41.84904335142954],[-80.03523333712953,41.849969461114064],[-80.03455958352512,41.91466456408581],[-80.06633948258728,41.914900549538196],[-80.07450757194324,41.95007560491856],[-80.16418124553938,41.95023957089274],[-80.1639872879416,41.96948860761268],[-80.26454894304823,41.970283636891274],[-80.26614086716903,41.89105645672295],[-80.20596599428563,41.889981433963335]],[[-80.12789214989347,41.86314142669988],[-80.10195822608439,41.86649644805651],[-80.11735725338269,41.89098848280613],[-80.14677515138864,41.88404945434526],[-80.12789214989347,41.86314142669988]]]}"
1521,42049012202,2710.3803921568633,"{""type"":""Polygon"",""coordinates"":[[[-80.14682115228509,41.88448045512247],[-80.12789214989347,41.86314142669988],[-80.10195822608439,41.86649644805651],[-80.11735725338269,41.89098848280613],[-80.14682115228509,41.88448045512247]]]}"
1522,42049012400,1624.5019607843137,"{""type"":""Polygon"",""coordinates"":[[[-80.15611856331451,42.109867186867106],[-80.14106858786603,42.093020102156316],[-80.12675164472257,42.09892912409775],[-80.14205762726293,42.122097237245534],[-80.0882518164976,42.14182829349661],[-80.05566293551107,42.1739044029762],[-80.12101375271638,42.16821143361379],[-80.15611856331451,42.109867186867106]]]}"
1523,42049990000,68.0392156862745,"{""type"":""Polygon"",""coordinates"":[[[-80.51985050279873,42.3271326944602],[-80.51942764696875,41.98201557003686],[-80.176921485591,42.104424169739836],[-80.12101375271638,42.16821143361379],[-80.05566293551107,42.1739044029762],[-80.07293987200167,42.15359533277368],[-80.06297789638401,42.14799230239208],[-79.76200118991257,42.27772297630208],[-79.76242182018456,42.516071718394],[-80.08022375451814,42.39416217243209],[-80.51985050279873,42.3271326944602]]]}"
1524,42051260100,5127.745098039214,"{""type"":""Polygon"",""coordinates"":[[[-79.87786291083506,40.126957663325655],[-79.8500871358947,40.11395863918645],[-79.84242926873836,40.0840095946596],[-79.81473850431409,40.07607258581131],[-79.78033958265051,40.12834664868311],[-79.81659331842066,40.132789660870955],[-79.87786291083506,40.126957663325655]]]}"
1525,42051260200,6872.686274509804,"{""type"":""Polygon"",""coordinates"":[[[-79.7911116238139,40.09466261034838],[-79.77703490460004,40.04665355660735],[-79.73416308153443,40.03377650239377],[-79.70964284357346,40.060612460231],[-79.72632088609932,40.07493752461691],[-79.7033056592137,40.10945850354995],[-79.78033958265051,40.12834664868311],[-79.7911116238139,40.09466261034838]]]}"
1526,42051260300,6750.556862745099,"{""type"":""Polygon"",""coordinates"":[[[-79.72632088609932,40.07493752461691],[-79.69695179857897,40.05158341172718],[-79.68639971143654,40.06125739379571],[-79.60819228654172,40.047152141641085],[-79.54979596699766,40.11060510703448],[-79.58537612996791,40.102123182487226],[-79.59302017707464,40.08205316391001],[-79.62195731030495,40.094531265868845],[-79.63899341157263,40.08285729239667],[-79.69093659280985,40.113284476515965],[-79.72632088609932,40.07493752461691]]]}"
1527,42051260401,5473.1450980392165,"{""type"":""Polygon"",""coordinates"":[[[-79.5969972144674,40.05611112540076],[-79.57602809742085,40.04120903375895],[-79.54465891955353,40.06387798968201],[-79.48862379761064,40.14191907842195],[-79.53517791428415,40.12810710911347],[-79.5969972144674,40.05611112540076]]]}"
1528,42051260402,9175.596078431372,"{""type"":""Polygon"",""coordinates"":[[[-79.57803511050346,40.03707403144036],[-79.50530463615115,40.017351761774876],[-79.46322072325924,40.08405299411441],[-79.41750578181393,40.106003142551366],[-79.46152081575649,40.14409613650415],[-79.49843878624051,40.1379880494193],[-79.51472879633232,40.09944798925594],[-79.57803511050346,40.03707403144036]]]}"
1529,42051260500,18396.227450980394,"{""type"":""Polygon"",""coordinates"":[[[-79.53458779224884,39.977392841001766],[-79.49702448866836,39.95790276833025],[-79.47281041675204,39.91907187392108],[-79.38727745610903,39.92234405325064],[-79.29364275080903,40.04079131047876],[-79.34137872775946,40.04294819691356],[-79.35552676760086,40.07428721825075],[-79.41750578181393,40.106003142551366],[-79.46322072325924,40.08405299411441],[-79.5011486141695,40.02093775757799],[-79.5241027570423,40.014429814287325],[-79.53458779224884,39.977392841001766]]]}"
1530,42051260600,5912.333333333333,"{""type"":""Polygon"",""coordinates"":[[[-79.61246031261321,40.04632315284676],[-79.59779023053072,40.03897309509449],[-79.60208826991234,40.02185707597153],[-79.56424402488281,40.02558496531435],[-79.59530223842843,40.00158501582311],[-79.58319716492028,39.974852993933055],[-79.53359577267575,39.96627685099465],[-79.5241027570423,40.014429814287325],[-79.59480820243216,40.055337117513744],[-79.61246031261321,40.04632315284676]]]}"
1531,42051260700,1023.3960784313721,"{""type"":""Polygon"",""coordinates"":[[[-79.60557929929433,40.0138980721296],[-79.60264428756825,40.003892044043575],[-79.58136114124353,40.00307397343111],[-79.58193914098378,40.0165080021744],[-79.60557929929433,40.0138980721296]]]}"
1532,42051260800,1377.7607843137255,"{""type"":""Polygon"",""coordinates"":[[[-79.60764430844443,40.019047088189886],[-79.57931412451397,40.01315398710722],[-79.56424402488281,40.02558496531435],[-79.59587922602708,40.027625067574355],[-79.60764430844443,40.019047088189886]]]}"
1533,42051260900,9546.74117647059,"{""type"":""Polygon"",""coordinates"":[[[-79.70391014392628,39.96306836587922],[-79.65271075593927,39.952796215581344],[-79.6004782729836,40.003439036169084],[-79.59779023053072,40.03897309509449],[-79.61758534123341,40.04791817097911],[-79.65537961509001,40.02200724309271],[-79.67775175421396,40.02436731647944],[-79.70391014392628,39.96306836587922]]]}"
1534,42051261000,6506.5058823529425,"{""type"":""Polygon"",""coordinates"":[[[-79.80143279111287,40.01990851707014],[-79.72929040443097,39.95131843945931],[-79.7029341541242,39.95849536280373],[-79.66958765399819,40.045238321664115],[-79.70909583337595,40.0628564614011],[-79.73416308153443,40.03377650239377],[-79.77950987228921,40.04994855971438],[-79.80143279111287,40.01990851707014]]]}"
1535,42051261100,5289.309803921569,"{""type"":""Polygon"",""coordinates"":[[[-79.90197682929137,40.074892575048885],[-79.87940002601074,40.064407560083005],[-79.88851999231704,40.043607523213645],[-79.83141354202002,40.016071499909515],[-79.80119180480324,40.016362512745694],[-79.77994087803754,40.047382556699695],[-79.78874964308132,40.094188609793875],[-79.81473850431409,40.07607258581131],[-79.90197682929137,40.074892575048885]]]}"
1536,42051261200,1058.141176470588,"{""type"":""Polygon"",""coordinates"":[[[-79.91114283992219,40.02028747467746],[-79.89283801831559,40.00920546271495],[-79.87426616147151,40.0192164873424],[-79.87999109365248,40.02828050009922],[-79.91114283992219,40.02028747467746]]]}"
1537,42051261300,9638.270588235293,"{""type"":""Polygon"",""coordinates"":[[[-80.01073314148167,39.97114452541997],[-79.99881421112647,39.95088861064067],[-79.95724459975646,39.95327258350335],[-79.92561303199929,39.91476168647605],[-79.90422523327078,39.91775365435718],[-79.88313039488673,39.929839605104654],[-79.88805217509383,39.974637507075464],[-79.8690742900037,39.98970247837886],[-79.90254695959302,39.996736450362356],[-79.86853923206051,40.00965847433898],[-79.86066724594184,40.03370151528229],[-79.87704710125116,40.03682451515896],[-79.87426616147151,40.0192164873424],[-79.89189602625459,40.00941846350383],[-79.91431881133815,40.02103547481061],[-79.94673056892768,39.99424843966209],[-79.98823017460897,40.011904425922886],[-80.01073314148167,39.97114452541997]]]}"
1538,42051261401,2901.258823529411,"{""type"":""Polygon"",""coordinates"":[[[-79.88856220044025,39.966783525067086],[-79.87654634365799,39.95899153943339],[-79.88322139595824,39.92933560628515],[-79.82594089775787,39.94203754321562],[-79.81617789554876,39.96283151844339],[-79.84047962967009,39.97145851190022],[-79.88856220044025,39.966783525067086]]]}"
1539,42051261402,6787.549019607841,"{""type"":""Polygon"",""coordinates"":[[[-79.90259296091614,39.996263451553595],[-79.8692292862172,39.990290477203324],[-79.8856232063959,39.97235851219323],[-79.8160018979191,39.96267651854458],[-79.78824398470445,39.99796749952701],[-79.7956688574679,40.01502551338913],[-79.85486530364429,40.03007951161369],[-79.90259296091614,39.996263451553595]]]}"
1540,42051261500,7735.996078431373,"{""type"":""Polygon"",""coordinates"":[[[-79.85022069439157,39.93491656924128],[-79.79852338118829,39.89645755201641],[-79.7675096781901,39.89974450589752],[-79.76892057989102,39.916089507988],[-79.74946373504635,39.9211894873425],[-79.74544645898537,39.96694249182811],[-79.78824398470445,39.99796749952701],[-79.82594089775787,39.94203754321562],[-79.85022069439157,39.93491656924128]]]}"
1541,42051261600,5727.803921568627,"{""type"":""Polygon"",""coordinates"":[[[-79.75351958845494,39.94319949897645],[-79.74956473720971,39.920960487531865],[-79.70931530062646,39.935771379982526],[-79.6875791987447,39.90969032100605],[-79.66748897538235,39.91980926613098],[-79.65271075593927,39.952796215581344],[-79.71046019890062,39.9625643854926],[-79.75351958845494,39.94319949897645]]]}"
1542,42051261700,3653.607843137255,"{""type"":""Polygon"",""coordinates"":[[[-79.75434170890915,39.918997492579464],[-79.73884071260085,39.90594545424333],[-79.70139534023414,39.90762735716394],[-79.70931530062646,39.935771379982526],[-79.75434170890915,39.918997492579464]]]}"
1543,42051261800,3274.6156862745092,"{""type"":""Polygon"",""coordinates"":[[[-79.71410052396105,39.893565388696636],[-79.69568042830771,39.86919834303054],[-79.6844672830392,39.87609831620066],[-79.67952014150531,39.90336830074282],[-79.70797029697832,39.93374837607057],[-79.70139534023414,39.90762735716394],[-79.71410052396105,39.893565388696636]]]}"
1544,42051261900,449.16862745098047,"{""type"":""Polygon"",""coordinates"":[[[-79.73884071260085,39.90594545424333],[-79.72272059416224,39.89734841094678],[-79.71568047707173,39.908088394440654],[-79.73133861026153,39.91200243620796],[-79.73884071260085,39.90594545424333]]]}"
1545,42051262000,7014.76862745098,"{""type"":""Polygon"",""coordinates"":[[[-79.7983113830789,39.89651055167078],[-79.7401639361449,39.864311445284],[-79.72132668815959,39.873350403499536],[-79.7258486494226,39.89218941785894],[-79.75400086002287,39.89115848411725],[-79.73598070251022,39.90232844585734],[-79.75434170890915,39.918997492579464],[-79.77049357422024,39.91415550978909],[-79.7675096781901,39.89974450589752],[-79.7983113830789,39.89651055167078]]]}"
1546,42051262100,808.4313725490198,"{""type"":""Polygon"",""coordinates"":[[[-79.75465084296395,39.8931284857008],[-79.7346707707419,39.88574843820891],[-79.74396777805656,39.90297346657525],[-79.7453007913265,39.90294846999582],[-79.75360084152126,39.89540848474981],[-79.75465084296395,39.8931284857008]]]}"
1547,42051262200,1178.6588235294118,"{""type"":""Polygon"",""coordinates"":[[[-79.74508779320865,39.9021834691934],[-79.73516078942394,39.882978438683644],[-79.72133062571633,39.887238405776415],[-79.73473067978225,39.904448443196436],[-79.74508779320865,39.9021834691934]]]}"
1548,42051262300,459.6235294117646,"{""type"":""Polygon"",""coordinates"":[[[-79.72714664399606,39.896178421914776],[-79.71256951175668,39.89278338478232],[-79.70338339392923,39.898960362038274],[-79.71568047707173,39.908088394440654],[-79.72714664399606,39.896178421914776]]]}"
1549,42051262400,6003.223529411764,"{""type"":""Polygon"",""coordinates"":[[[-79.73980293153068,39.864438444492436],[-79.68209145020197,39.818356317279274],[-79.65492004122845,39.84718825483573],[-79.71460052553401,39.894378390042945],[-79.73980293153068,39.864438444492436]]]}"
1550,42051262500,5581.650980392157,"{""type"":""Polygon"",""coordinates"":[[[-79.69674042542358,39.87301834545545],[-79.64504692667626,39.8475772332197],[-79.58387120717896,39.885622068938076],[-79.59577231905988,39.90066308706277],[-79.63369469614844,39.900303184152165],[-79.62847458002533,39.937221152398244],[-79.65271075593927,39.952796215581344],[-79.66805898270489,39.91912726781351],[-79.69030422920434,39.90853232821344],[-79.67954014421066,39.90259830089816],[-79.69674042542358,39.87301834545545]]]}"
1551,42051262600,5746.466666666668,"{""type"":""Polygon"",""coordinates"":[[[-79.6524697527379,39.95327821471773],[-79.62334955723179,39.92304814555486],[-79.63369469614844,39.900303184152165],[-79.59577231905988,39.90066308706277],[-79.58518422001329,39.887350070756995],[-79.48680842894936,39.92732783324792],[-79.50596154946167,39.96480476945327],[-79.58319716492028,39.974852993933055],[-79.59609123894813,40.00939103333159],[-79.6524697527379,39.95327821471773]]]}"
1552,42051262701,14698.823529411764,"{""type"":""Polygon"",""coordinates"":[[[-79.72906430274487,39.74621839649606],[-79.7189868261986,39.72097539100781],[-79.52378329912165,39.72090206824782],[-79.52164441847758,39.78569404259769],[-79.48681020833227,39.822590972363614],[-79.53804567530862,39.825868025100434],[-79.58387120717896,39.885622068938076],[-79.67686034458032,39.831228304999165],[-79.72906430274487,39.74621839649606]]]}"
1553,42051262702,12971.635294117646,"{""type"":""Polygon"",""coordinates"":[[[-79.58518422001329,39.887350070756995],[-79.53804567530862,39.825868025100434],[-79.48681020833227,39.822590972363614],[-79.52164441847758,39.78569404259769],[-79.52378329912165,39.72090206824782],[-79.39245698583488,39.72157612354966],[-79.40995701888079,39.73497612599941],[-79.37865609870471,39.76887516573903],[-79.3949561317181,39.78337513690248],[-79.35165513984585,39.78557518895776],[-79.36825516312838,39.79587516279393],[-79.36910523133723,39.824669145865506],[-79.41755628951762,39.85377404799005],[-79.38727745610903,39.92234405325064],[-79.48722942875378,39.92731283235147],[-79.58518422001329,39.887350070756995]]]}"
1554,42051262800,11899.345098039217,"{""type"":""Polygon"",""coordinates"":[[[-79.8341652354728,39.84786466575422],[-79.81742055028117,39.81828865257178],[-79.72992127976426,39.76832840020843],[-79.70383390602781,39.77140235827794],[-79.68209145020197,39.818356317279274],[-79.79265546940715,39.89055554593148],[-79.8341652354728,39.84786466575422]]]}"
1555,42051262900,11395.670588235293,"{""type"":""Polygon"",""coordinates"":[[[-79.93857613059146,39.84547492651015],[-79.92172336200713,39.83064692831645],[-79.83244025254916,39.84815866121762],[-79.79265546940715,39.89055554593148],[-79.84796672127527,39.93374256932101],[-79.8935732934727,39.92971461427715],[-79.92804501933037,39.91138569954023],[-79.91527725638892,39.88029877133939],[-79.93067513892639,39.86807483695309],[-79.8902686437637,39.84623980546838],[-79.93857613059146,39.84547492651015]]]}"
1556,42051263000,1576.7529411764706,"{""type"":""Polygon"",""coordinates"":[[[-79.929441207236,39.85167288489294],[-79.91198244069156,39.83819788079948],[-79.88971763572448,39.84988779567626],[-79.90071548867287,39.85803080133882],[-79.929441207236,39.85167288489294]]]}"
1557,42051263100,12739.984313725494,"{""type"":""Polygon"",""coordinates"":[[[-79.93467944032373,39.7647731732339],[-79.90337879605063,39.742977071600464],[-79.91627946822724,39.720776076767926],[-79.7189868261986,39.72097539100781],[-79.71922811899246,39.74289238298531],[-79.76213145791878,39.746084479434145],[-79.82556659990755,39.7875237102334],[-79.81749254939366,39.81830965276762],[-79.83437023343853,39.84783066629345],[-79.91896838164531,39.83357791230445],[-79.9086776408576,39.79257599432817],[-79.93247439855095,39.78488010135737],[-79.93467944032373,39.7647731732339]]]}"
1558,42051263200,3846.847058823529,"{""type"":""Polygon"",""coordinates"":[[[-79.82538660103604,39.787724709371965],[-79.76213145791878,39.746084479434145],[-79.7301452956989,39.744590398852274],[-79.70693295504512,39.76984136324648],[-79.75638143096182,39.77845846025676],[-79.81316059888056,39.81789864016134],[-79.82538660103604,39.787724709371965]]]}"
1559,42051263300,1769.443137254902,"{""type"":""Polygon"",""coordinates"":[[[-79.67775175421396,40.02436731647944],[-79.65537961509001,40.02200724309271],[-79.62208535854155,40.05548419764514],[-79.67406566530673,40.05167134431651],[-79.67775175421396,40.02436731647944]]]}"
1560,42053530100,25159.360784313725,"{""type"":""Polygon"",""coordinates"":[[[-79.2088732160491,41.331932915343835],[-79.19195221810796,41.32427392259233],[-79.18024822920187,41.33930790708223],[-79.1730342252517,41.32533892074843],[-79.16611823590893,41.34399390219502],[-79.15759623212318,41.328753916821015],[-79.13815924400178,41.34178190387038],[-79.10615324907178,41.32643891706612],[-79.09358828505174,41.42328583141545],[-79.06515429057201,41.42319383419612],[-79.0635202992515,41.4532068092064],[-78.97665832038312,41.45176081419211],[-78.97665731778666,41.436962825491555],[-78.95895732693975,41.43706082195497],[-78.95613834246855,41.62333372527985],[-79.20499439392034,41.62640462585365],[-79.2088732160491,41.331932915343835]]]}"
1561,42053530200,27867.192156862748,"{""type"":""Polygon"",""coordinates"":[[[-79.5220240092136,41.465218973051435],[-79.52159900154861,41.44055399713723],[-79.47816304019814,41.44013394789565],[-79.4778220209027,41.38647900553022],[-79.40043909312398,41.38657895492674],[-79.40026911493622,41.43614490107629],[-79.20719626676002,41.430921812700255],[-79.20499439392034,41.62640462585365],[-79.51207014729593,41.62455870122877],[-79.5220240092136,41.465218973051435]]]}"
1562,42055010100,14412.450980392156,"{""type"":""Polygon"",""coordinates"":[[[-77.94404299154156,39.94059577373417],[-77.88539194509958,39.94640375736015],[-77.85626814442094,40.008963701450526],[-77.6053524202454,40.205104491014175],[-77.6027154339607,40.2282004934107],[-77.64282924222513,40.21814046509695],[-77.64508822548424,40.255143453720926],[-77.66770910228495,40.252001438646396],[-77.65641419938582,40.27039342736351],[-77.67180816751458,40.28988539235568],[-77.72419616518437,40.250123793599926],[-77.91950012689874,40.00341667782286],[-77.94404299154156,39.94059577373417]]]}"
1563,42055010200,27300.376470588228,"{""type"":""Polygon"",""coordinates"":[[[-77.86257411639788,40.001684699640215],[-77.82198703617215,39.983146726217484],[-77.7879331693405,40.01621272844526],[-77.68793310420729,39.96933139436457],[-77.61930538270833,40.034920487491796],[-77.63153734951067,40.05181948602103],[-77.56941252636751,40.093048497061176],[-77.56286956246069,40.119286503257946],[-77.59283646332344,40.13524549449075],[-77.6275073230749,40.18860047766754],[-77.86257411639788,40.001684699640215]]]}"
1564,42055010301,7521.839215686273,"{""type"":""MultiPolygon"",""coordinates"":[[[[-77.52626960580221,40.045680492003406],[-77.52153361538302,40.0440964917222],[-77.51888962206476,40.044386491944344],[-77.5219906171939,40.046582492526525],[-77.52626960580221,40.045680492003406]]],[[[-77.63153734951067,40.05181948602103],[-77.58581645122834,40.009997485576136],[-77.52635560569207,40.04576849202671],[-77.55922256565316,40.10528450175817],[-77.63153734951067,40.05181948602103]]]]}"
1565,42055010302,6195.172549019608,"{""type"":""Polygon"",""coordinates"":[[[-77.58521645251243,40.010405485566096],[-77.47096546867321,39.94427428609986],[-77.45410761817813,39.97243243371559],[-77.51851262447548,40.045625492389775],[-77.58521645251243,40.010405485566096]]]}"
1566,42055010401,8806.137254901958,"{""type"":""Polygon"",""coordinates"":[[[-77.68786210492277,39.969441394709214],[-77.646359108904,39.954073325897795],[-77.60750537235555,39.99233045755039],[-77.57794829225367,39.96351233543986],[-77.5583754692205,39.99380345540447],[-77.61930538270833,40.034920487491796],[-77.68786210492277,39.969441394709214]]]}"
1567,42055010402,5864.980392156863,"{""type"":""Polygon"",""coordinates"":[[[-77.64632710916007,39.95411132602164],[-77.63462116543589,39.960649345222905],[-77.62570815247246,39.95437931834707],[-77.63964409110203,39.94776129998347],[-77.62349608870348,39.94045226500174],[-77.58531222178391,39.951633290388514],[-77.57858732945104,39.97175836914296],[-77.60750537235555,39.99233045755039],[-77.64632710916007,39.95411132602164]]]}"
1568,42055010501,5943.066666666666,"{""type"":""Polygon"",""coordinates"":[[[-77.62349608870348,39.94045226500174],[-77.54771813998424,39.91634612353739],[-77.49020240343357,39.94506924542657],[-77.50386445620602,39.96743232667994],[-77.5583754692205,39.99380345540447],[-77.58419222805597,39.952480293305804],[-77.62349608870348,39.94045226500174]]]}"
1569,42055010502,5995.380392156863,"{""type"":""Polygon"",""coordinates"":[[[-77.59129908399824,39.925109187554796],[-77.46648122202103,39.868556989109194],[-77.47096546867321,39.94427428609986],[-77.50195845077292,39.96527731620988],[-77.50407841170292,39.95711227979723],[-77.49020240343357,39.94506924542657],[-77.50426631913452,39.935535181728106],[-77.54771813998424,39.91634612353739],[-77.58929814997688,39.93815523836933],[-77.59129908399824,39.925109187554796]]]}"
1570,42055010600,7854.835294117645,"{""type"":""Polygon"",""coordinates"":[[[-77.64907987795392,39.909324166154356],[-77.56800897428101,39.890239029326736],[-77.55267508867172,39.90746208927748],[-77.6236880887104,39.94053626541588],[-77.64907987795392,39.909324166154356]]]}"
1571,42055010701,8715.690196078433,"{""type"":""Polygon"",""coordinates"":[[[-77.61085783554852,39.882585035933545],[-77.59429486922826,39.88125601590614],[-77.60707969129984,39.850734909246775],[-77.46512216511627,39.84989291846801],[-77.46648122202103,39.868556989109194],[-77.55267508867172,39.90746208927748],[-77.56800897428101,39.890239029326736],[-77.60591295987467,39.90595412218417],[-77.61085783554852,39.882585035933545]]]}"
1572,42055010702,8640.941176470587,"{""type"":""Polygon"",""coordinates"":[[[-77.73226933728664,39.85031874025129],[-77.60707969129984,39.850734909246775],[-77.59429486922826,39.88125601590614],[-77.6108238347168,39.88239603517606],[-77.60591295987467,39.90595412218417],[-77.67669881089411,39.90849918310618],[-77.6822908892569,39.92597624615481],[-77.69289066201843,39.88724112448311],[-77.71267060552799,39.885525136064096],[-77.73226933728664,39.85031874025129]]]}"
1573,42055010800,1405.8588235294114,"{""type"":""Polygon"",""coordinates"":[[[-77.6689518272735,39.908253176666996],[-77.6558958455053,39.90598215916706],[-77.63972495529221,39.92056620057013],[-77.65527997287275,39.93082624702223],[-77.6689518272735,39.908253176666996]]]}"
1574,42055010900,2250.6588235294125,"{""type"":""Polygon"",""coordinates"":[[[-77.66577692592399,39.92608923653901],[-77.64676098541709,39.9296612379242],[-77.64250992842143,39.91642718729712],[-77.6236880887104,39.94053626541588],[-77.63934409506356,39.94843130229644],[-77.66577692592399,39.92608923653901]]]}"
1575,42055011000,991.1568627450981,"{""type"":""Polygon"",""coordinates"":[[[-77.6856479013878,39.92969826067568],[-77.66913282495294,39.90788217551287],[-77.65790703019722,39.943218292364605],[-77.67081692394439,39.927842245642054],[-77.6856479013878,39.92969826067568]]]}"
1576,42055011100,1782.4313725490192,"{""type"":""Polygon"",""coordinates"":[[[-77.66058103770388,39.945789302730994],[-77.65202102812388,39.94036827927324],[-77.62570815247246,39.95437931834707],[-77.64679112674743,39.957799339532286],[-77.66058103770388,39.945789302730994]]]}"
1577,42055011200,853.278431372549,"{""type"":""Polygon"",""coordinates"":[[[-77.67503096475967,39.93750228122579],[-77.6613279939116,39.93751027398767],[-77.65047308738815,39.95146931829207],[-77.67097602725666,39.94795931516528],[-77.67503096475967,39.93750228122579]]]}"
1578,42055011301,5467.164705882352,"{""type"":""Polygon"",""coordinates"":[[[-77.75648441053126,39.870351749920914],[-77.73226633691993,39.85025074024282],[-77.71267060552799,39.885525136064096],[-77.69289066201843,39.88724112448311],[-77.68476991799928,39.9325132696247],[-77.66905593894,39.93001325211637],[-77.67501096447101,39.93743828099599],[-77.73726474607236,39.927257747379464],[-77.74030451395157,39.88671974439106],[-77.75648441053126,39.870351749920914]]]}"
