system:index,geoid,sum,.geo
1093,42031160600,1477.1372549019607,"{""type"":""Polygon"",""coordinates"":[[[-79.39645103436615,41.21619712547813],[-79.38580704168912,41.203441128486055],[-79.36754205510532,41.19625612292371],[-79.38354904500837,41.22334911217034],[-79.39645103436615,41.21619712547813]]]}"
1094,42031160701,6579.2784313725515,"{""type"":""Polygon"",""coordinates"":[[[-79.6244939076031,40.97999240582924],[-79.5963779229826,40.96861039458046],[-79.5703529293057,40.9856403752403],[-79.5014529612571,40.97658534224571],[-79.48789396476069,40.99558332798455],[-79.45171798950639,40.98167031868325],[-79.45226998638977,41.038098283766914],[-79.60247690768668,41.039949369270516],[-79.6094579074371,41.007218388547],[-79.58136092203183,40.99455637814358],[-79.6244939076031,40.97999240582924]]]}"
1095,42031160702,7427.560784313726,"{""type"":""Polygon"",""coordinates"":[[[-79.62788689616937,41.03592338687556],[-79.45226998638977,41.038098283766914],[-79.45143698800747,41.08099125349268],[-79.51031194941933,41.11636126276227],[-79.57122691880792,41.09489632079853],[-79.62788689616937,41.03592338687556]]]}"
1096,42031160800,16304.792156862737,"{""type"":""Polygon"",""coordinates"":[[[-79.45304698523465,41.01068430319625],[-79.45171798950639,40.98167031868325],[-79.42712000334832,40.98617130596824],[-79.41231901025479,41.00847128644821],[-79.40395001689,40.98825029492706],[-79.37772203178255,40.99391828056163],[-79.37826103542481,40.96830129446061],[-79.36414403936512,41.00269226924706],[-79.31455906993912,41.00474924555451],[-79.32429307568518,41.097352175967075],[-79.36498604721446,41.0915952015403],[-79.36134605657912,41.16257414510228],[-79.4035950292039,41.22276912504314],[-79.41715101632924,41.18058116400036],[-79.43312700474017,41.19146016563529],[-79.4328730036034,41.158265189101584],[-79.44890699153572,41.14779720553576],[-79.45304698523465,41.01068430319625]]]}"
1097,42031160900,15884.50588235294,"{""type"":""Polygon"",""coordinates"":[[[-79.36487004759154,41.09476019905651],[-79.32429307568518,41.097352175967075],[-79.32013106638207,41.00364524892479],[-79.28187909082209,41.01012422650507],[-79.21521413627683,41.05051517136785],[-79.2101361615714,41.18024606001935],[-79.36134605657912,41.16257414510228],[-79.36487004759154,41.09476019905651]]]}"
1098,42033330100,8433.039215686276,"{""type"":""Polygon"",""coordinates"":[[[-78.80460536258524,41.121036064407264],[-78.80436635633805,41.06370611376893],[-78.76349837906302,41.070180106284404],[-78.75774138434586,41.08999508874451],[-78.70893541199473,41.094108089860214],[-78.73395040060142,41.117801066027454],[-78.76023938440181,41.102695077809734],[-78.78536937256582,41.117831066065285],[-78.75755838947602,41.135668048924124],[-78.70787041663837,41.12979905869545],[-78.7650483865331,41.14544804087444],[-78.74149540571172,41.20233499121783],[-78.76637739214479,41.202758991115736],[-78.80460536258524,41.121036064407264]]]}"
1099,42033330200,1626.0509803921564,"{""type"":""Polygon"",""coordinates"":[[[-78.78536937256582,41.117831066065285],[-78.76952538039501,41.11162707054871],[-78.75774838936725,41.13560704898892],[-78.76280838653068,41.13452405024156],[-78.78536937256582,41.117831066065285]]]}"
1100,42033330300,2900.6431372549014,"{""type"":""Polygon"",""coordinates"":[[[-78.76952538039501,41.11162707054871],[-78.76023938440181,41.102695077809734],[-78.72921040379676,41.122528062470494],[-78.75755838947602,41.135668048924124],[-78.76952538039501,41.11162707054871]]]}"
1101,42033330400,16312.498039215687,"{""type"":""Polygon"",""coordinates"":[[[-78.7653583880659,41.16084802749733],[-78.7650483865331,41.14544804087444],[-78.70787041663837,41.12979905869545],[-78.73319240058765,41.11384606957982],[-78.68144942655442,41.08669409979388],[-78.68190543174947,41.13390605823358],[-78.65695644585577,41.134195060995616],[-78.64823846060155,41.21738598868119],[-78.74149540571172,41.20233499121783],[-78.7421664022632,41.17461701536598],[-78.7653583880659,41.16084802749733]]]}"
1102,42033330500,21501.188235294117,"{""type"":""Polygon"",""coordinates"":[[[-78.80436635633805,41.06370611376893],[-78.80404734918156,40.99385517332625],[-78.70753040166822,40.99323117783126],[-78.68185941633807,41.00019317578456],[-78.6836824189461,41.03156014797409],[-78.66103143150663,41.03130215113591],[-78.65604043694806,41.0539991317805],[-78.58348847725514,41.05276814213508],[-78.56950849696894,41.148551058810874],[-78.48520754602686,41.14797507205774],[-78.48471255979027,41.24393998661786],[-78.64666646579987,41.253777956598285],[-78.65695644585577,41.134195060995616],[-78.68190543174947,41.13390605823358],[-78.68144942655442,41.08669409979388],[-78.75774138434586,41.08999508874451],[-78.76349837906302,41.070180106284404],[-78.80436635633805,41.06370611376893]]]}"
1103,42033330600,11114.772549019606,"{""type"":""Polygon"",""coordinates"":[[[-78.48938653285504,41.07209613854457],[-78.47553353828124,41.05081216144917],[-78.42038056743233,41.028530196628],[-78.4320715571666,41.00905021057643],[-78.40601356793941,40.98607623649981],[-78.37978958981593,41.021506214058434],[-78.38859458829637,41.039324196017816],[-78.36822359975443,41.036297204361276],[-78.40295958159193,41.04882118365704],[-78.40364658523718,41.06985216499478],[-78.42237757140252,41.05699217098796],[-78.41496860987922,41.240151011889175],[-78.48471255979027,41.24393998661786],[-78.48938653285504,41.07209613854457]]]}"
1104,42033330700,20207.305882352943,"{""type"":""Polygon"",""coordinates"":[[[-78.42287557758978,41.09296513913979],[-78.42237757140252,41.05699217098796],[-78.40364658523718,41.06985216499478],[-78.40295958159193,41.04882118365704],[-78.38162659430881,41.048340190084595],[-78.36360960968467,41.06913917703189],[-78.33720862218001,41.05341519818835],[-78.3389746267614,41.077427176865356],[-78.31313863749008,41.05649720232522],[-78.28225866012721,41.07093219867993],[-78.25527767020348,41.0484292255756],[-78.23484168956328,41.078383206498586],[-78.21286669459457,41.06050322904877],[-78.15282072127519,41.05520525350575],[-78.11757374381071,41.0705012518049],[-78.12070975329732,41.0992702256112],[-78.09535675607412,41.07433325574342],[-78.11223976335926,41.11421721525959],[-78.0703717880748,41.1219662218672],[-78.03820381866213,41.153633204010156],[-78.09338181424737,41.21693113099535],[-78.41496860987922,41.240151011889175],[-78.42287557758978,41.09296513913979]]]}"
1105,42033330800,17560.890196078424,"{""type"":""Polygon"",""coordinates"":[[[-78.28307263378669,40.972633280091664],[-78.26876364091515,40.969342286445354],[-78.27182062944033,40.929510315833454],[-78.24181764375284,40.92702632613058],[-78.22508464473471,40.90527634788779],[-78.15581068284938,40.94143734350898],[-78.16691768405549,40.96134532518052],[-78.14428468972459,40.94858834205527],[-78.13340669976573,40.96685033230987],[-78.12084469731666,40.94174735476484],[-78.08152571772395,40.954836358268935],[-78.09655471729727,40.97317034005049],[-78.0863387284232,40.99427132828468],[-78.05592174553422,41.0048033302811],[-78.08035674549468,41.03078329906172],[-78.0575547584872,41.03689430130632],[-78.05961376365337,41.051295287869],[-78.08968875264748,41.05902927107152],[-78.11794475478062,41.09951222629503],[-78.11757374381071,41.0705012518049],[-78.15282072127519,41.05520525350575],[-78.21286669459457,41.06050322904877],[-78.23484168956328,41.078383206498586],[-78.2470166804774,41.067756211573034],[-78.23627668361506,41.061053220838865],[-78.25961666828867,41.0508362222989],[-78.26893964433161,40.983564275616565],[-78.28307263378669,40.972633280091664]]]}"
1106,42033330900,10544.937254901957,"{""type"":""Polygon"",""coordinates"":[[[-78.38356956154021,40.885495320378645],[-78.38354155803619,40.866880334781975],[-78.3477605760041,40.867005343830975],[-78.34674157106868,40.84077636424722],[-78.30151058903805,40.82293738925094],[-78.29055060026532,40.84824437273031],[-78.24922062234204,40.85538337784107],[-78.23561863229357,40.87378536820637],[-78.24776162911778,40.87955736003976],[-78.22059264241976,40.890016360759425],[-78.24181764375284,40.92702632613058],[-78.27007963037944,40.92955431625958],[-78.3830805676375,40.91639529660992],[-78.38356956154021,40.885495320378645]]]}"
1107,42033331000,16983.22745098039,"{""type"":""Polygon"",""coordinates"":[[[-78.45522353306673,40.93875826018661],[-78.44269053573109,40.91312528353564],[-78.26996962841316,40.92134132251586],[-78.26876364091515,40.969342286445354],[-78.28306863298617,40.969287282635605],[-78.28281063656469,40.98360027182821],[-78.26893964433161,40.983564275616565],[-78.26125466836973,41.05456821864956],[-78.28601765799182,41.07158919704357],[-78.31167163833705,41.05633220288256],[-78.34099062543515,41.07709617657512],[-78.33969262047478,41.05254019824598],[-78.36746360706233,41.06795817696334],[-78.38177059411308,41.04781319050494],[-78.36822359975443,41.036297204361276],[-78.38859458829637,41.039324196017816],[-78.37953459016974,41.022489213269836],[-78.39707657828201,41.01412121574763],[-78.39628457506468,40.99516523209651],[-78.42798555555983,40.9858662306986],[-78.40711456452732,40.970299248451866],[-78.45522353306673,40.93875826018661]]]}"
1108,42033331100,2179.9882352941186,"{""type"":""Polygon"",""coordinates"":[[[-78.44790654812716,41.00943120588658],[-78.43430155531483,41.005754212874976],[-78.42038056743233,41.028530196628],[-78.43529155920591,41.03163118974071],[-78.44790654812716,41.00943120588658]]]}"
1109,42033331200,1458.2627450980394,"{""type"":""Polygon"",""coordinates"":[[[-78.45281954914145,41.0333051833721],[-78.44790654812716,41.00943120588658],[-78.43692055582582,41.01749820177736],[-78.43761755741731,41.029187191252745],[-78.45281954914145,41.0333051833721]]]}"
1110,42033331300,9148.713725490199,"{""type"":""Polygon"",""coordinates"":[[[-78.50160050927819,40.947639241091395],[-78.47838751847411,40.92362126594201],[-78.40453556697359,40.976006244717],[-78.42818355509387,40.98373423230633],[-78.40601356793941,40.98607623649981],[-78.42242456158662,41.00282321871612],[-78.44730154781668,41.00542720959861],[-78.45281954914145,41.0333051833721],[-78.44000955626774,41.0307051892448],[-78.4892275316022,41.06223914738857],[-78.50018152117158,41.033291170199725],[-78.48870551916697,40.96903222747102],[-78.50160050927819,40.947639241091395]]]}"
1111,42033331401,12730.462745098046,"{""type"":""Polygon"",""coordinates"":[[[-78.70807939855614,40.95018421127989],[-78.65268142853967,40.952469216954135],[-78.62153844403268,40.938596232006134],[-78.62217344222849,40.922671244388155],[-78.60066445454478,40.93211723990811],[-78.5413034840174,40.91401926219472],[-78.53648048425127,40.89458527814931],[-78.48385151462662,40.916742269916156],[-78.50324150839135,40.94759624090413],[-78.49161851521609,40.951606240414506],[-78.4950685171932,40.980702216559436],[-78.50770750764471,40.960540230095695],[-78.53071749578721,40.96545722313732],[-78.58919746831879,41.00594218293621],[-78.59316747183928,41.05261114103762],[-78.61965445765071,41.05741913340118],[-78.65595243700196,41.05404013175561],[-78.66103143150663,41.03130215113591],[-78.6836824189461,41.03156014797409],[-78.68185941633807,41.00019317578456],[-78.70744140219874,41.00033817227534],[-78.70807939855614,40.95018421127989]]]}"
1112,42033331402,9872.999999999998,"{""type"":""Polygon"",""coordinates"":[[[-78.5940054671609,41.018228171411295],[-78.57470947486615,40.99307519555961],[-78.50690450816661,40.96122422966408],[-78.48969052072921,40.984615214934045],[-78.50018152117158,41.033291170199725],[-78.48520754602686,41.14797507205774],[-78.56950849696894,41.148551058810874],[-78.57921549005874,41.137039067869004],[-78.5940054671609,41.018228171411295]]]}"
1113,42033331500,17277.27843137255,"{""type"":""Polygon"",""coordinates"":[[[-78.80640634272919,40.86161827447619],[-78.80636334210105,40.84503528715203],[-78.77912335556744,40.8391522917557],[-78.69565439793432,40.844522295297914],[-78.68369340503388,40.85906828562579],[-78.6753464071735,40.83106130864127],[-78.64632542034987,40.81500232527208],[-78.61578843930513,40.85560429778529],[-78.55130147441854,40.87601429071713],[-78.56415546916698,40.888420279191585],[-78.53705848404371,40.895373277449686],[-78.53764048515431,40.907324267963745],[-78.60052145461914,40.93209923994159],[-78.62260444201543,40.92283524420119],[-78.62153844403268,40.938596232006134],[-78.65268142853967,40.952469216954135],[-78.7080853984125,40.948032212954914],[-78.70753040166822,40.99323117783126],[-78.80404734918156,40.99385517332625],[-78.80640634272919,40.86161827447619]]]}"
1114,42033331600,13427.4431372549,"{""type"":""Polygon"",""coordinates"":[[[-78.63471342854052,40.84262930529978],[-78.56591345700016,40.785628359709754],[-78.51137548856042,40.82532333619959],[-78.49935449312696,40.81442934655555],[-78.51910048127328,40.797655356913396],[-78.49505349147786,40.78657036958398],[-78.48291949944806,40.80373135905626],[-78.41365552867224,40.784787390902466],[-78.42119452705377,40.795664380591674],[-78.38344254847985,40.81607037410105],[-78.38420955437837,40.84926834823327],[-78.44003353137818,40.87728931221525],[-78.42828354122618,40.900700296989804],[-78.45522353306673,40.93875826018661],[-78.51523549557612,40.896709279393825],[-78.55657947398419,40.8963222740227],[-78.55967546950897,40.870639293783725],[-78.59226745278832,40.87065828925332],[-78.63471342854052,40.84262930529978]]]}"
1115,42033331700,11374.317647058822,"{""type"":""Polygon"",""coordinates"":[[[-78.44918350665665,40.747886410818985],[-78.431285511592,40.725376429974],[-78.34838954694698,40.72343045087998],[-78.37651853990147,40.75441742344612],[-78.30151058903805,40.82293738925094],[-78.34674157106868,40.84077636424722],[-78.3477605760041,40.867005343830975],[-78.38354155803619,40.866880334781975],[-78.38312756667388,40.9114333004347],[-78.43881753735467,40.91058328653402],[-78.42816854111564,40.89967729781698],[-78.44003353137818,40.87728931221525],[-78.38420955437837,40.84926834823327],[-78.38344254847985,40.81607037410105],[-78.42119452705377,40.795664380591674],[-78.41365552867224,40.784787390902466],[-78.43138952167872,40.79183638106765],[-78.44918350665665,40.747886410818985]]]}"
1116,42033331800,8606.78431372549,"{""type"":""Polygon"",""coordinates"":[[[-78.594436439282,40.74568538644421],[-78.58911644053514,40.72486840103109],[-78.431285511592,40.725376429974],[-78.44918350665665,40.747886410818985],[-78.4308155217298,40.79053438222373],[-78.48291949944806,40.80373135905626],[-78.4834644975603,40.79193836819896],[-78.5078984859885,40.791555363315226],[-78.51843448205341,40.801305354131884],[-78.49935449312696,40.81442934655555],[-78.51137548856042,40.82532333619959],[-78.5897104441207,40.77290536629509],[-78.57436245019733,40.76044537827912],[-78.594436439282,40.74568538644421]]]}"
1117,42033331900,13115.956862745103,"{""type"":""Polygon"",""coordinates"":[[[-78.80659833944881,40.78030333662874],[-78.8017263413522,40.724618376182754],[-78.63558241886221,40.72306639544309],[-78.58911644053514,40.72486840103109],[-78.59539143878588,40.74493438680424],[-78.57436245019733,40.76044537827912],[-78.5897104441207,40.77290536629509],[-78.56591345700016,40.785628359709754],[-78.62765143074267,40.827569318074545],[-78.64632542034987,40.81500232527208],[-78.66497541171171,40.822731316602464],[-78.68570240401141,40.85908328533463],[-78.69565439793432,40.844522295297914],[-78.80636334210105,40.84503528715203],[-78.80659833944881,40.78030333662874]]]}"
1118,42035030100,38226.2862745098,"{""type"":""Polygon"",""coordinates"":[[[-78.09331881432387,41.21703013092745],[-78.03820381866213,41.153633204010156],[-78.00910582964482,41.14331622238406],[-77.97077884617545,41.17469721573947],[-77.97175185967662,41.20593918806369],[-77.93709085648588,41.21033620758311],[-77.9379098621939,41.22484119498252],[-77.89819586506516,41.25275219974264],[-77.66476185003465,41.2015853690111],[-77.71936084277871,41.247883320988514],[-77.63113485982822,41.30345531587677],[-77.55974787073896,41.40726527147908],[-77.59728285337924,41.44105623457902],[-77.59812984851516,41.478576208685695],[-77.98919504572694,41.47482187365462],[-77.98878696728299,41.36745300002283],[-78.09331881432387,41.21703013092745]]]}"
1119,42035030200,20564.376470588228,"{""type"":""Polygon"",""coordinates"":[[[-77.89810486504581,41.252751199809154],[-77.89272483950406,41.1782592625749],[-77.79856083037421,41.18195032026526],[-77.7895638216853,41.14212735296473],[-77.74185281637978,41.10754740128304],[-77.66331083507896,41.10884542528652],[-77.56199484912119,41.05770548607777],[-77.41753390426781,41.10792947408955],[-77.482548883321,41.12278746861289],[-77.48225489536172,41.17473844033768],[-77.54626587404191,41.1667254300639],[-77.56216487257794,41.17987441728906],[-77.5550498765145,41.190815413604696],[-77.5822918669409,41.17713541194374],[-77.57827886972998,41.18655040796145],[-77.89810486504581,41.252751199809154]]]}"
1120,42035030300,20864.0274509804,"{""type"":""Polygon"",""coordinates"":[[[-77.71618784396438,41.250000320844194],[-77.66476185003465,41.2015853690111],[-77.57827886972998,41.18655040796145],[-77.5822918669409,41.17713541194374],[-77.5550498765145,41.190815413604696],[-77.56216487257794,41.17987441728906],[-77.54626587404191,41.1667254300639],[-77.48038889609668,41.17426744048338],[-77.45901489776664,41.14314245635881],[-77.40745591694856,41.13605445777756],[-77.36326494657578,41.167641437378236],[-77.39651794591066,41.21045541493229],[-77.34403697576923,41.22053340539007],[-77.44560693280495,41.288142367790606],[-77.4764329125892,41.338645335818434],[-77.53743888246196,41.36480330867928],[-77.55974787073896,41.40726527147908],[-77.63113485982822,41.30345531587677],[-77.71618784396438,41.250000320844194]]]}"
1121,42035030400,6909.96862745098,"{""type"":""Polygon"",""coordinates"":[[[-77.39621494607916,41.21051241487878],[-77.36326494657578,41.167641437378236],[-77.26952598933525,41.170009430571476],[-77.32089198680502,41.21893240465538],[-77.39621494607916,41.21051241487878]]]}"
1122,42035030500,8456.26274509804,"{""type"":""Polygon"",""coordinates"":[[[-77.48256288369738,41.12445346770734],[-77.4064109068346,41.10289747649159],[-77.37455092412408,41.11851146628128],[-77.31105093844613,41.09462447771912],[-77.30858693239131,41.07855248717962],[-77.29823395753962,41.12727445775699],[-77.25157398870496,41.152641440136115],[-77.26952598933525,41.170009430571476],[-77.33006395955324,41.16329743802939],[-77.3484649559341,41.174870432317825],[-77.38908392558623,41.13946945494243],[-77.41116491854089,41.14598945234747],[-77.46103689198557,41.12371046715083],[-77.48225489536172,41.17473844033768],[-77.48256288369738,41.12445346770734]]]}"
1123,42035030600,832.5725490196078,"{""type"":""Polygon"",""coordinates"":[[[-77.44889589716904,41.125248465757466],[-77.43855690296535,41.13136446188708],[-77.41365591433221,41.13576045824213],[-77.44536690267994,41.14035945721676],[-77.44889589716904,41.125248465757466]]]}"
1124,42035030701,1478.2235294117647,"{""type"":""Polygon"",""coordinates"":[[[-77.47525089280937,41.15067245306283],[-77.4512178992926,41.1366904595349],[-77.47136689214665,41.14113245807914],[-77.47072688990501,41.130818463692684],[-77.44888189706724,41.12484846597828],[-77.44536690267994,41.14035945721676],[-77.47525089280937,41.15067245306283]]]}"
1125,42035030702,249.10980392156864,"{""type"":""Polygon"",""coordinates"":[[[-77.47422789123769,41.142276457596225],[-77.47242089126013,41.13926145915465],[-77.4512178992926,41.1366904595349],[-77.4648438960925,41.14613745500727],[-77.47422789123769,41.142276457596225]]]}"
1126,42035030800,14605.352941176468,"{""type"":""Polygon"",""coordinates"":[[[-77.57979584317387,41.04707448685295],[-77.51759783682198,40.973437542216764],[-77.36491989791587,41.03676451310852],[-77.35810191600092,41.079788488026665],[-77.31476693034651,41.07869048729303],[-77.31105093844613,41.09462447771912],[-77.37455092412408,41.11851146628128],[-77.49418687189538,41.09095448633707],[-77.57979584317387,41.04707448685295]]]}"
1127,42035030900,16046.109803921567,"{""type"":""Polygon"",""coordinates"":[[[-77.51759783682198,40.973437542216764],[-77.50859683446598,40.962938549074494],[-77.3399258838765,40.98716753924181],[-77.14416094427376,41.0443384828227],[-77.14411195971154,41.06884046718118],[-77.16427895730128,41.06870847185148],[-77.25157398870496,41.152641440136115],[-77.29823395753962,41.12727445775699],[-77.30858693239131,41.07855248717962],[-77.35810191600092,41.079788488026665],[-77.36491989791587,41.03676451310852],[-77.51759783682198,40.973437542216764]]]}"
1128,42037050100,22161.305882352925,"{""type"":""Polygon"",""coordinates"":[[[-76.47937262171507,41.191830247339844],[-76.41112854251823,41.1784432209113],[-76.41764552362139,41.11962423187491],[-76.36186345314849,41.09208620620636],[-76.22897534066551,41.13846613491679],[-76.27763938092441,41.13180416260725],[-76.31923645633714,41.208092180795866],[-76.31026144900041,41.31019815281125],[-76.4079345577601,41.30841817879776],[-76.4607626250535,41.26484821946453],[-76.44895760821404,41.23456922728814],[-76.47937262171507,41.191830247339844]]]}"
1129,42037050200,19924.799999999996,"{""type"":""Polygon"",""coordinates"":[[[-76.64076780008081,41.15571830147468],[-76.61897171401877,41.06375932895181],[-76.56991565493271,41.05376131428359],[-76.563013637737,41.03626131699052],[-76.4951975801856,41.06512328287589],[-76.52010061615238,41.083468288118205],[-76.50250960365219,41.098822278479496],[-76.41764552362139,41.11962423187491],[-76.41112854251823,41.1784432209113],[-76.47950862181774,41.19173524741605],[-76.44895760821404,41.23456922728814],[-76.4607626250535,41.26484821946453],[-76.59260774215394,41.1577652880831],[-76.64076780008081,41.15571830147468]]]}"
1130,42037050300,13699.870588235286,"{""type"":""Polygon"",""coordinates"":[[[-76.5662086254648,41.008587326683205],[-76.51242152883586,40.94610230966008],[-76.4661624880483,40.95362528107659],[-76.47747552587829,40.99124328690326],[-76.46075451719463,41.00492227496053],[-76.4756195386272,41.0186152815002],[-76.4269304998717,41.04384424783061],[-76.45853456257169,41.11043825389998],[-76.51066061031665,41.09331328247946],[-76.52010061615238,41.083468288118205],[-76.4951975801856,41.06512328287589],[-76.563013637737,41.03626131699052],[-76.5662086254648,41.008587326683205]]]}"
1131,42037050400,7545.682352941178,"{""type"":""Polygon"",""coordinates"":[[[-76.45853456257169,41.11043825389998],[-76.42719749863183,41.04042024850031],[-76.39351546939899,41.05314422726139],[-76.37441044278728,41.0371582177158],[-76.30757637876195,41.0490321779865],[-76.3262454189783,41.09955918712807],[-76.36186345314849,41.09208620620636],[-76.41764552362139,41.11962423187491],[-76.45853456257169,41.11043825389998]]]}"
1132,42037050500,7720.505882352943,"{""type"":""Polygon"",""coordinates"":[[[-76.33449140002334,41.03325519423141],[-76.27049733615631,41.03831015618896],[-76.27103234411679,41.05691615708493],[-76.22859031274672,41.07251412930765],[-76.22897534066551,41.13846613491679],[-76.32429441961568,41.10604918591464],[-76.30484337290235,41.041593176464914],[-76.33449140002334,41.03325519423141]]]}"
1133,42037050600,1228.1333333333334,"{""type"":""Polygon"",""coordinates"":[[[-76.25062632796798,41.06964714616104],[-76.24276931455347,41.05112313897256],[-76.22847830474032,41.053632127689205],[-76.22859031274672,41.07251412930765],[-76.25062632796798,41.06964714616104]]]}"
1134,42037050700,2000.686274509804,"{""type"":""Polygon"",""coordinates"":[[[-76.27103234411679,41.05691615708493],[-76.2705023362315,41.03848615619747],[-76.23794031029402,41.04968113499038],[-76.25057932489851,41.06194914571245],[-76.27103234411679,41.05691615708493]]]}"
1135,42037050800,3826.9725490196092,"{""type"":""Polygon"",""coordinates"":[[[-76.43513449100145,41.004866258832756],[-76.42806647924014,40.996547255171926],[-76.32604338940789,41.0286191893395],[-76.33459540011837,41.03322619429475],[-76.43513449100145,41.004866258832756]]]}"
1136,42037050900,6274.737254901954,"{""type"":""Polygon"",""coordinates"":[[[-76.45030051509073,41.02400926500164],[-76.43513449100145,41.004866258832756],[-76.30484337290235,41.041593176464914],[-76.37458344297116,41.03717121781715],[-76.39451747039196,41.05304222784791],[-76.45030051509073,41.02400926500164]]]}"
1137,42037051000,1717.7333333333333,"{""type"":""Polygon"",""coordinates"":[[[-76.47281851445827,40.98171428431558],[-76.466384504156,40.9763322803642],[-76.42806647924014,40.996547255171926],[-76.43709849407249,41.007257259683804],[-76.47281851445827,40.98171428431558]]]}"
1138,42037051101,421.16078431372546,"{""type"":""Polygon"",""coordinates"":[[[-76.45380851000007,41.00470027062577],[-76.44922250408266,41.0019522682185],[-76.43709849407249,41.007257259683804],[-76.44225850243586,41.01417026176216],[-76.45380851000007,41.00470027062577]]]}"
1139,42037051102,753.1843137254901,"{""type"":""Polygon"",""coordinates"":[[[-76.46735452804954,41.013982277336524],[-76.45511751092697,41.0037902716165],[-76.44225850243586,41.01417026176216],[-76.44798951150487,41.02130526406804],[-76.46735452804954,41.013982277336524]]]}"
1140,42037051200,1369.411764705882,"{""type"":""Polygon"",""coordinates"":[[[-76.47747552587829,40.99124328690326],[-76.47283951430158,40.98146028433964],[-76.44780150228624,41.001180267452796],[-76.46735452804954,41.013982277336524],[-76.45103751621873,41.024835265302805],[-76.47333453822499,41.022873279230744],[-76.47426653534752,41.01446528151853],[-76.4607445170809,41.00469327499744],[-76.47747552587829,40.99124328690326]]]}"
1141,42037051300,3450.1019607843136,"{""type"":""Polygon"",""coordinates"":[[[-76.46937249059623,40.952633283239294],[-76.45644046966852,40.941351275041356],[-76.37274040604596,40.971820219541165],[-76.38327143634159,41.00094222655233],[-76.35320541019308,41.01168020678761],[-76.45565249925467,40.984925273127615],[-76.46937249059623,40.952633283239294]]]}"
1142,42037051400,7076.21176470588,"{""type"":""Polygon"",""coordinates"":[[[-76.38303843615373,41.00105822639304],[-76.37228840503255,40.971003219234646],[-76.22172627864164,41.00463111791587],[-76.22847830474032,41.053632127689205],[-76.31160537728101,41.035251180537216],[-76.38303843615373,41.00105822639304]]]}"
1143,42037051500,24311.698039215684,"{""type"":""Polygon"",""coordinates"":[[[-76.52905654056335,40.94023931783296],[-76.52802449792071,40.882613321655626],[-76.50407947453631,40.880813309654584],[-76.50159843258922,40.82476531163098],[-76.41148735019382,40.83349024576056],[-76.38033427998771,40.77544522245568],[-76.30717022641142,40.801809168108406],[-76.28461125838781,40.88358815649701],[-76.20782723142405,40.94974010086662],[-76.22172627864164,41.00463111791587],[-76.3868424211697,40.97302822873442],[-76.45644046966852,40.941351275041356],[-76.46937249059623,40.952633283239294],[-76.52905654056335,40.94023931783296]]]}"
1144,42039110100,19981.725490196073,"{""type"":""Polygon"",""coordinates"":[[[-79.91031242805205,41.83277065511572],[-79.91006520093079,41.77393857912287],[-79.7714153573398,41.77460890335357],[-79.7708321268993,41.71634387832382],[-79.7469500159501,41.717401213448696],[-79.74679099715021,41.695593226703096],[-79.61257212077683,41.69473385601565],[-79.61207148436834,41.85032748566469],[-79.90997749759192,41.8506916791646],[-79.91031242805205,41.83277065511572]]]}"
1145,42039110201,13900.262745098042,"{""type"":""Polygon"",""coordinates"":[[[-80.26901974329036,41.75588814093035],[-80.08222994170369,41.76120328041266],[-80.06651013267174,41.81166937770609],[-80.05120115580289,41.80994338597871],[-80.02472136274308,41.85008746791453],[-80.26697982827193,41.849467360674296],[-80.26901974329036,41.75588814093035]]]}"
1146,42039110202,8495.764705882351,"{""type"":""Polygon"",""coordinates"":[[[-80.08222994170369,41.76120328041266],[-79.91008115898559,41.763088564969905],[-79.90997749759192,41.8506916791646],[-80.02472136274308,41.85008746791453],[-80.05120115580289,41.80994338597871],[-80.06651013267174,41.81166937770609],[-80.08222994170369,41.76120328041266]]]}"
1147,42039110300,17215.870588235313,"{""type"":""Polygon"",""coordinates"":[[[-80.51937272284432,41.84555879359469],[-80.51931677202771,41.75845029830022],[-80.38959688709136,41.756324231656876],[-80.39238479909926,41.696588350020804],[-80.27070453703003,41.694068241026415],[-80.26697982827193,41.849467360674296],[-80.51937272284432,41.84555879359469]]]}"
1148,42039110400,9852.49019607843,"{""type"":""Polygon"",""coordinates"":[[[-80.51943703201759,41.67034742807025],[-80.51321613251305,41.65826349283613],[-80.49819601634027,41.66670854611916],[-80.49719901170612,41.64687360923434],[-80.39388464930141,41.607315590944445],[-80.38959688709136,41.756324231656876],[-80.51931677202771,41.75845029830022],[-80.51943703201759,41.67034742807025]]]}"
1149,42039110501,6887.149019607844,"{""type"":""Polygon"",""coordinates"":[[[-80.39416563192272,41.59657362017914],[-80.37413951584077,41.575138645896935],[-80.28656416287258,41.5735165101462],[-80.32386040580728,41.60706549233042],[-80.31064748961344,41.6501783771759],[-80.32615165615437,41.69468229234022],[-80.39238479909926,41.696588350020804],[-80.39416563192272,41.59657362017914]]]}"
1150,42039110502,6874.8,"{""type"":""Polygon"",""coordinates"":[[[-80.32615165615437,41.69468229234022],[-80.31064748961344,41.6501783771759],[-80.32386040580728,41.60706549233042],[-80.27537311698784,41.5731794929547],[-80.27070453703003,41.694068241026415],[-80.32615165615437,41.69468229234022]]]}"
