CountyName,Asthma,TotalPopulation,COP,GEOID,Smoking,Drinking,Short_Sleep,Physical_Activity,neighbor_avg_density,minority,aging,disability,forest_total,wetland_total,Hdensity_total,Ldensity_total,grasses_total,water_total,forest_pct,Hdensity_pct,evi_summer,lst_summer,ndvi_summer,savi_summer,summer_count,summer_rate
Allegheny,9.9,2414,5.4,42003101800,11.5,20.2,33.7,17.8,8.228557704257996,0.1721958925750395,0.2144549763033175,0.1026856240126382,206.38823529411764,0.0,1198.1137254901955,564.5568627450979,0.0,0.0,0.3121472952174656,0.4212242119148074,0.4386803489405849,37.35642224679428,0.6263105811744385,0.400760139773828,24.577861575179003,1.0181384248210028
Allegheny,13.7,1757,12.2,42003050100,23.9,11.8,49.4,38.2,16.20160110931319,0.9545163356822548,0.2210121716848174,0.1844971172325432,0.0,0.0,496.85490196078416,152.3686274509804,0.0,0.0,0.0,0.3882302798781356,0.4287244165635807,39.18818049871239,0.5607260349676881,0.3851124731036656,40.41519331742243,2.3002386634844862
Allegheny,9.3,2312,4.6,42003140400,8.4,20.0,30.3,14.5,26.921730084022393,0.1464063886424134,0.2311446317657498,0.0519077196095829,11.576470588235294,0.0,415.0509803921567,244.9921568627451,0.0,0.0,0.0863821138211382,0.1960732440144372,0.3982520655649675,37.762956869558245,0.6106686694967063,0.3738017139008067,20.0520477326969,0.8673031026252984
Adams,9.4,4745,7.3,42001031401,10.7,14.5,33.7,21.5,9.34540343566409,0.1362189688096753,0.3925312964141735,0.1275196265648207,6114.368627450982,743.7882352941177,1305.3254901960786,6203.03137254902,17161.788235294127,45.0,0.3400508221072316,0.061278382974121,0.5310951042624832,34.665404752762946,0.723111861558742,0.4873076754048558,65.30886634844869,1.3763723150357996
Allegheny,9.2,2243,3.9,42003070300,8.6,22.2,32.1,16.0,11.594126733792642,0.3107989464442493,0.2028094820017559,0.083406496927129,0.0,0.0,420.8941176470586,45.423529411764704,0.0,0.0,0.0,0.7505124478234946,0.276596235142111,41.72876670816503,0.4534771035658455,0.2649405187026596,16.493276849642005,0.7353221957040573
Allegheny,10.6,3455,7.7,42003192000,16.3,20.2,36.3,23.2,25.566599650791844,0.2215065807896947,0.1848221786614393,0.1870624474936992,109.31764705882352,0.0,639.4156862745097,574.7686274509804,0.0,0.0,0.3018367054096714,0.2975878712795384,0.4094579665798259,33.72510252349207,0.599226012144513,0.3800645911565736,50.15934367541765,1.4517899761336515
Allegheny,12.9,2241,11.7,42003261400,22.6,13.0,44.6,35.2,15.002034642787354,0.5919963201471942,0.2299908003679852,0.2102115915363385,0.0,0.0,520.913725490196,548.5725490196079,0.0,0.0,0.0,0.2563218477336204,0.4931877845344469,35.3919400112051,0.6797175987788628,0.443465010035714,49.43571121718377,2.205966587112172
Allegheny,13.0,1424,9.3,42003120300,18.1,12.3,47.1,32.5,16.692148919956168,0.8203535594839942,0.1347348303870043,0.1839464882943143,80.94117647058823,0.0,361.9411764705882,452.1607843137254,9.0,0.0,0.0708817829457364,0.3513841486537733,0.4949381186565428,33.1093301835939,0.6819024717350326,0.4476371953135988,24.969279236276854,1.7534606205250598
Allegheny,10.9,4019,7.6,42003290400,16.6,19.1,36.7,23.0,40.55125700445208,0.2650998230983068,0.1721000758150113,0.18776851149861,0.0,0.0,1135.9372549019597,892.6078431372551,0.0,0.0,0.0,0.313380330313743,0.3930434482518709,37.11395689676015,0.5644170045707125,0.3647793987579746,57.58968019093079,1.4329355608591887
Allegheny,12.3,2305,8.9,42003180300,19.7,19.4,40.8,26.6,30.37694987288473,0.4552390640895218,0.1353001017293998,0.1429298067141403,93.30196078431372,0.0,383.14901960784346,188.06274509803924,2.0,0.0,0.2250756556825824,0.542265846493966,0.4303158845067001,35.44762687940735,0.6073161903404115,0.3925859445110048,38.678890214797136,1.6780429594272075
Allegheny,10.8,2578,5.8,42003270100,14.6,21.0,37.0,19.6,14.814774755995565,0.189507930052867,0.2574217161447742,0.1655144367629117,48.55294117647059,0.0,803.4156862745097,246.0745098039216,0.0,159.41176470588238,0.1428802196914627,0.5036242318336906,0.3149933493886727,37.64282252796689,0.5029612560146363,0.2959396362108304,28.191875894988065,1.0935560859188544
Allegheny,9.3,5048,5.0,42003141300,11.1,17.9,34.4,21.1,14.10740905326956,0.2794003115264797,0.208138629283489,0.0963785046728972,0.0,0.0,629.4039215686272,203.0117647058824,0.0,0.0,0.0,0.5642126381637156,0.348384080587224,37.84613922498463,0.5417479441257411,0.3283282297133188,47.58854415274463,0.9427207637231504
Allegheny,9.6,2008,3.4,42003080600,9.2,25.1,32.3,14.0,29.31206003544435,0.1691331923890063,0.1427061310782241,0.0618393234672304,0.0,0.0,401.894117647059,4.0,0.0,0.0,0.0,0.9189621693354018,0.305075495299086,42.57512224596212,0.4884818301058958,0.2901709311831336,12.872286396181385,0.6410501193317423
Adams,10.6,1542,9.5,42001030802,16.9,17.6,37.7,25.1,0.275753069247231,0.0419580419580419,0.2288620470438652,0.1163382072472981,118.72549019607844,98.33725490196078,470.3137254901961,693.8941176470589,145.98039215686268,31.031372549019608,0.5021635012386457,0.1886934044859501,0.4245991205413048,38.31421481154109,0.6170480730036778,0.399209798934574,27.61983293556086,1.791169451073986
Adams,10.5,3789,9.4,42001031201,15.3,15.3,36.6,24.1,0.1947007939869672,0.0719936708860759,0.2262658227848101,0.1582278481012658,13221.494117647064,1390.76862745098,949.01568627451,7590.109803921568,43427.219607843086,347.3490196078432,0.3553791345702377,0.1728106314488902,0.5683681284336174,34.18366523808819,0.7545261703016963,0.5175040364313577,67.1530167064439,1.7723150357995223
Allegheny,12.1,1211,6.4,42003111400,16.9,17.8,42.1,25.7,34.945579073823666,0.5844854070660522,0.1474654377880184,0.195852534562212,0.0,0.0,269.7372549019608,106.9450980392157,0.0,0.0,0.0,0.5078725847956619,0.3991662119410943,39.650883273556495,0.5820420830205927,0.3689067796998118,14.61292601431981,1.2066825775656325
Allegheny,8.3,2853,2.1,42003070800,6.4,23.6,31.9,12.8,28.86574118700208,0.3952569169960474,0.0810276679841897,0.0470355731225296,0.0,0.0,411.72549019607857,67.90588235294118,0.0,0.0,0.0,0.7500428612248786,0.2798399555849961,41.27413360120874,0.4264129094273585,0.2626764234171415,11.296245823389022,0.39594272076372317
Allegheny,10.4,1541,5.7,42003090300,15.3,24.0,34.2,19.9,31.58325940762928,0.0821452817379497,0.1493550577053632,0.1350984385607603,0.0,0.0,216.95686274509808,0.0,0.0,0.0,0.0,0.9564926614127686,0.1527955004958805,45.0210971649572,0.2383213109445941,0.1457357830619335,16.56115274463007,1.0747016706443913
Allegheny,14.9,2260,14.2,42003130800,26.2,10.5,50.4,43.2,59.51126740022298,0.941662838768948,0.1786862655029857,0.2705558107487368,0.0,0.0,843.9411764705881,61.98823529411765,0.0,0.0,0.0,0.6921818730977439,0.3403746873388025,38.60850023868699,0.5142902854821106,0.3214916582154611,60.507589498806674,2.677326968973747
Allegheny,10.7,3395,7.0,42003241300,17.2,22.5,37.3,22.2,33.35919401576304,0.2336610757663389,0.1231925968768074,0.1668594563331405,372.5764705882353,0.0,1894.058823529412,1263.1725490196077,0.5098039215686274,75.60000000000001,0.4341048554317051,0.4033769164673851,0.4291492032974117,36.3160452962821,0.6035361848656635,0.3878364065666655,44.80751789976134,1.3198090692124107
Allegheny,9.2,2220,3.7,42003040400,6.0,18.4,30.4,17.1,21.195100117606717,0.2664211172498465,0.432780847145488,0.1645181092694904,0.0,0.0,196.66666666666669,0.5882352941176471,0.0,0.0,0.0,0.9872981056829512,0.1781080021758835,42.60235339469694,0.2979205908296002,0.1715910088400766,15.487016706443917,0.6976133651551314
Allegheny,10.3,1618,5.2,42003080200,13.9,22.9,34.5,18.9,72.5134534662736,0.1130155329405463,0.1494376004284949,0.1922870915907873,0.0,0.0,228.2823529411764,40.24705882352941,0.0,0.0,0.0,0.7043221328935616,0.3063564263778933,40.71919042654935,0.4302084231849327,0.2815424266366841,15.863350835322198,0.9804295942720765
Adams,10.9,6424,9.5,42001030700,19.2,17.3,39.5,26.6,0.9752834154328742,0.0388319828772358,0.1793303776181012,0.1279620853080568,10555.713725490195,1715.8901960784312,1335.4117647058824,10057.898039215685,63602.47450980394,256.3254901960785,0.2932923234215313,0.0928552550436084,0.5589971685244636,33.82997843416965,0.7387746694898084,0.5087593671259294,115.06472553699284,1.7911694510739855
Allegheny,9.8,3483,3.8,42003160900,8.1,24.8,31.6,14.7,29.63851687742367,0.1050560096881622,0.0980926430517711,0.0684226460793218,23.84705882352941,0.0,816.3803921568631,51.74509803921568,1.992156862745098,70.38823529411766,0.039302746258839,0.8403281822679737,0.2210055040114272,40.983236887700805,0.3429368064664255,0.2075621711507543,24.954572792362764,0.7164677804295941
Allegheny,9.5,2440,4.3,42003110600,10.2,20.5,32.7,16.1,13.233149875356007,0.1722080136402387,0.1555839727195226,0.0805626598465473,0.0117647058823529,0.0,381.956862745098,158.9921568627451,4.0588235294117645,0.0,0.0,0.403597572870358,0.3897243776850133,37.40141018775826,0.6120020666572781,0.3661842943186673,19.782052505966586,0.8107398568019092
Allegheny,9.4,2194,3.1,42003070600,8.2,23.9,31.5,14.2,21.628263056003146,0.1688487584650113,0.1182844243792325,0.0790067720090293,0.0,0.0,378.2549019607843,7.968627450980392,0.0,0.0,0.0,0.8692758281063707,0.2763151613589237,40.30694803538511,0.454780418489443,0.2653198900551367,12.82364200477327,0.5844868735083532
Allegheny,9.1,3040,2.3,42003070500,7.4,25.4,31.9,12.8,34.30042798532876,0.246995994659546,0.0410547396528704,0.0340453938584779,0.0,0.0,287.3294117647061,0.0,0.0,0.0,0.0,0.9958645539041068,0.190724566388108,43.70555923555189,0.3049336131190097,0.1830814835130657,13.183007159904536,0.4336515513126492
Allegheny,12.4,2432,6.3,42003101900,17.8,16.9,44.2,26.4,21.76646405520843,0.7809488510007413,0.1115641215715344,0.1990363232023721,0.0,0.0,385.6,285.4901960784314,0.0,0.0,0.0,0.3497477829305996,0.47630792218791,37.66967105226515,0.6429685665026886,0.4275567892155386,28.887980906921243,1.1878281622911695
Adams,10.3,2714,8.2,42001030803,15.9,17.5,37.9,23.3,1.9508652870878045,0.0660029498525073,0.1858407079646017,0.1198377581120943,4413.9333333333325,413.8470588235293,377.52156862745096,4135.38431372549,18739.05098039216,127.15686274509804,0.2507771735315884,0.0424024597997257,0.5908874025786365,33.535542301879275,0.7732513411921207,0.5320499595608672,41.96012410501193,1.5460620525059663
Allegheny,9.4,1963,2.8,42003080700,8.9,24.5,34.2,14.6,36.527877860645106,0.3451327433628318,0.0712881022615535,0.0521140609636184,0.0,0.0,277.26666666666665,3.0,0.0,0.0,0.0,0.942845423815114,0.2806298654938225,42.85225102179101,0.4517151955194192,0.2664477519261958,10.363140811455846,0.5279236276849641
Allegheny,10.5,5252,7.2,42003191800,16.4,21.2,35.2,21.8,27.51907014297033,0.1151586368977673,0.2130826478652565,0.1893850372111241,30.11372549019607,0.0,1194.6156862745097,468.0823529411765,0.0,0.0,0.0332074488865737,0.42866522008883,0.3549312987239282,37.91294881206497,0.5227782952444322,0.3339923545681378,71.29684009546541,1.3575178997613369
Adams,10.3,4437,8.0,42001030300,17.7,18.2,39.6,25.4,0.2163887304989836,0.0727561196736174,0.1636446056210335,0.1690843155031731,57866.05490196075,1336.996078431373,1100.0,9721.752941176475,40909.29803921566,348.70980392156866,0.7181143281265375,0.2036363636363636,0.6292870960086768,30.36101707496756,0.8216217292156645,0.5662418887801081,66.92563245823389,1.5083532219570406
Allegheny,11.0,2050,7.0,42003180700,18.1,20.7,37.7,24.3,14.80129965510302,0.3563523683045595,0.1266046923417441,0.1146525011066843,0.7490196078431373,0.0,377.4509803921568,23.33333333333333,0.0,0.0,0.0,0.7025350649350651,0.2943752816491203,36.717733132120216,0.4635630478740976,0.2817469012237431,27.056085918854414,1.3198090692124103
Allegheny,12.8,1545,13.5,42003120900,23.1,10.9,46.5,40.1,31.296833549387472,0.8074968233799238,0.2261753494282083,0.1969504447268106,0.0,0.0,1062.9882352941177,202.9372549019608,0.0,0.0,0.0,0.6649327460138271,0.339049037799817,40.04585614435858,0.4772160987846798,0.3113217598164375,39.32559665871122,2.545346062052506
Allegheny,10.3,1807,5.5,42003010301,27.7,24.6,49.5,28.8,63.289423515223966,0.6193293885601578,0.022189349112426,0.0,0.0,0.0,480.6117647058824,6.52156862745098,0.0,162.33725490196076,0.0,0.7906671236006397,0.1285708603815364,35.3729245314694,0.210005711773063,0.1240464242797555,18.73846062052506,1.0369928400954653
Allegheny,9.4,5593,4.8,42003141400,8.9,19.7,31.8,16.4,25.46813401702588,0.2875725435261156,0.2191314788873324,0.0948569141484891,111.8627450980392,0.0,1457.3999999999996,583.7725490196077,9.0,33.062745098039215,0.2621209465381245,0.4430882823830783,0.4169615689647555,36.47399229662861,0.6013010775381433,0.3845465588576657,50.61731742243437,0.9050119331742243
Allegheny,12.4,4046,9.0,42003271600,22.6,16.9,43.8,29.9,8.31105485060923,0.5605568445475638,0.1450116009280742,0.1723897911832946,289.4431372549019,0.0,868.7843137254902,939.9098039215688,5.0,0.0,0.4804221764578366,0.437153561433601,0.5042197551874478,34.758801126693086,0.6866285732668754,0.4513771021332734,68.6564677804296,1.6968973747016707
Allegheny,10.3,2243,6.1,42003320600,14.2,21.5,34.4,19.1,33.651385281239236,0.0739247311827957,0.1617383512544803,0.1312724014336917,131.59607843137255,0.0,530.7647058823527,626.1647058823529,0.0,0.0,0.1899752659653723,0.2257046806309801,0.4570004432777781,37.5764661294462,0.6216845388967424,0.4164676207480583,25.79717661097852,1.1501193317422436
Allegheny,12.8,1140,9.5,42003250900,21.7,16.8,44.0,30.9,27.812767055077895,0.5441640378548895,0.0883280757097791,0.1711356466876971,0.0,0.0,259.9372549019608,409.1176470588237,0.0,0.0,0.0,0.2047854685897049,0.5367564064324989,35.65604090733499,0.7058069091939909,0.4751733686707398,20.419331742243436,1.7911694510739855
Adams,10.6,2826,9.9,42001031700,16.8,15.9,37.8,26.4,0.631106256062467,0.0694822888283378,0.2057220708446866,0.1508855585831062,78739.74509803914,1408.63137254902,814.7803921568627,7645.854901960782,21224.13333333333,421.6039215686274,0.8363246804376897,0.148236743691311,0.6661073274957054,30.49984742865333,0.8440779755628107,0.5915495931663306,52.74975178997613,1.8665871121718376
Allegheny,12.5,2552,10.1,42003281400,21.2,16.9,41.6,29.2,16.22245298282358,0.4597329016592473,0.1189801699716713,0.1201942533387292,172.39607843137256,0.0,291.5529411764706,676.2666666666664,0.0,0.0,0.3484679602374831,0.0046001129852312,0.465586912956224,35.6957742852911,0.6819505368162921,0.4268509654949353,48.59763245823388,1.9042959427207635
Allegheny,9.5,2641,3.6,42003060300,9.1,25.4,32.0,14.1,83.62871342854712,0.1825980392156862,0.1270424836601307,0.1503267973856209,0.0,0.0,1134.992156862745,71.74509803921569,0.0,162.7686274509804,0.0,0.8733376407541903,0.1993598574770093,40.54691845518359,0.2866492310809702,0.1845353810457429,17.92602386634845,0.6787589498806683
Adams,10.3,7138,7.5,42001031600,14.1,17.9,36.6,21.0,0.6165018938867347,0.067524115755627,0.199217111701384,0.1305745840905913,55825.98431372541,4237.501960784314,1265.1999999999998,19394.28235294117,60734.933333333305,418.2039215686275,0.5686709527210122,0.1197733598656029,0.6081564511487135,32.65886000760058,0.7949076754796366,0.5475780671706257,100.93711217183771,1.4140811455847255
Allegheny,16.1,617,11.8,42003051100,29.4,12.2,53.1,42.8,25.41333155789671,0.8231441048034934,0.1222707423580786,0.0786026200873362,16.48235294117647,0.0,156.4313725490196,31.49803921568627,7.262745098039216,0.0,0.0,0.400676861368764,0.4087087960079205,38.97070478513739,0.5359015508475227,0.3678724336183454,13.72714558472554,2.2248210023866353
Allegheny,11.2,4141,8.8,42003290200,18.7,17.3,38.5,27.0,35.768998406230864,0.3683223992502343,0.1968134957825679,0.2286785379568884,147.39607843137256,0.0,854.7215686274507,666.0431372549019,0.0,0.0,0.1950194221252594,0.2642484193912477,0.4248664427316339,36.1912903547553,0.5992556892941647,0.3901715131514276,68.70699761336516,1.6591885441527447
Adams,10.9,3424,8.4,42001030104,18.4,18.0,39.6,25.2,1.6710001400581609,0.0812960235640648,0.2150220913107511,0.2123711340206185,10099.086274509806,2142.8588235294123,1041.843137254902,6041.019607843138,40245.22745098041,405.8705882352942,0.3546983671984301,0.0323446380848421,0.5639292009776457,33.71616588019527,0.7534347600409138,0.5127831367537846,54.22831503579953,1.5837708830548927
Allegheny,10.9,1870,8.4,42003320400,18.1,19.2,36.4,24.2,43.30161537215733,0.1500541711809317,0.251895991332611,0.2481040086673889,0.0,0.0,607.8823529411762,439.6392156862745,0.0,0.0,0.0,0.2342687568543966,0.3931572487512957,38.18497875508292,0.5770234977716356,0.3659063481308014,29.616515513126494,1.5837708830548927
Adams,10.2,3465,7.9,42001031102,13.9,17.2,37.2,22.1,4.6416687337694835,0.1476600322754168,0.2237762237762237,0.115922538999462,1680.8470588235296,758.6431372549021,1071.972549019608,3611.972549019608,12130.560784313731,78.0,0.3053525766653601,0.0298588272307236,0.5755675923518232,34.93800642431125,0.7223479660480584,0.5158534279912247,51.61113365155131,1.4894988066825776
Adams,10.9,3425,9.5,42001030801,19.0,16.4,39.4,27.0,0.4460047819202134,0.047423887587822,0.1908665105386416,0.1607142857142857,9312.749019607842,489.3607843137255,1138.2196078431375,4608.141176470588,9982.85490196079,155.89803921568628,0.5605059225156661,0.1035363105779235,0.5987298314580927,33.228255771306806,0.7796117199589718,0.5354401819489184,61.34755369928401,1.791169451073986
Allegheny,13.8,2534,5.9,42003040200,15.2,18.9,40.2,28.2,50.24350538899337,0.4812805208898535,0.1003798155181768,0.1112316874660879,48.239215686274505,0.0,620.0078431372546,114.41960784313729,2.243137254901961,0.0,0.12438013169661,0.6597702748858336,0.3411112236104111,39.91353654194502,0.481419182964514,0.3111287144629833,28.188482100238662,1.1124105011933174
Allegheny,10.9,1653,6.5,42003260700,15.4,20.0,39.5,21.7,7.442034713440155,0.3603213844252163,0.1316440049443757,0.1106304079110012,153.3686274509804,0.0,303.56470588235294,502.35686274509817,0.0,0.0,0.1912347541486614,0.1101551499179682,0.5051531977997648,34.82079278700114,0.7012385698415802,0.4540549398520709,20.25812649164678,1.2255369928400957
Allegheny,9.7,4127,5.8,42003202300,11.9,20.7,33.4,19.0,36.934196509731734,0.3018765297797117,0.1645363067718248,0.1079684525428338,305.00392156862745,0.0,621.4274509803921,1345.0352941176473,4.0,0.0,0.1983259617362682,0.071360056542811,0.4598027564074979,34.957430197876164,0.6487488950103535,0.4221224947375906,45.13105966587112,1.0935560859188544
Allegheny,12.1,2400,10.1,42003262000,21.4,17.0,40.3,29.2,26.151036121048925,0.3495539334955393,0.221816707218167,0.1909975669099756,297.1960784313726,0.0,646.1843137254901,804.1647058823531,1.0,0.0,0.30882100679554,0.2200367769773694,0.5078438113777126,35.813205969309806,0.6843402577110274,0.4531004345099463,45.70310262529833,1.9042959427207635
Allegheny,13.9,2231,11.9,42003130700,25.0,11.8,49.7,40.4,54.40936039875951,0.961798839458414,0.2596711798839458,0.1581237911025145,3.2588235294117647,0.0,284.62352941176454,146.02352941176477,0.0,0.0,0.0,0.5290097686658678,0.446289125567213,34.79699250815506,0.6505203136902958,0.4117606755668509,50.0563985680191,2.2436754176610982
Allegheny,9.7,3787,3.9,42003110200,9.5,22.8,33.9,15.0,5.053134726226598,0.3093241243216576,0.1265416872224963,0.0786877158362111,43.23529411764706,0.0,642.4274509803921,142.30980392156863,0.0,0.0,0.1689795918367347,0.6417997912330073,0.3722018618819961,38.77660467703552,0.5626191998113603,0.347368103970066,27.84665155131265,0.7353221957040573
Allegheny,10.1,2678,6.1,42003090200,14.8,21.4,34.3,20.4,45.05902145232096,0.1087692886714339,0.2563041023710952,0.1309747835905156,0.0,0.0,465.6745098039216,14.356862745098042,0.0,0.0,0.0,0.9332446293380042,0.2095473711833456,42.5118332307124,0.335009619221127,0.1990888216269074,30.80019570405728,1.1501193317422436
