,sp_all,sp_bic,sp_env,sp_sol,su_all,su_bic,su_env,su_sol,fa_all,fa_bic,fa_env,fa_sol,wi_all,wi_bic,wi_env,wi_sol
RMSE,22.2156344713557,23.125607272397147,25.363977259753167,28.684669886847214,16.041516181444432,17.048896203415712,18.87349779523879,20.608386826201585,20.240806162831714,21.52975694498435,23.91409819285943,26.085644671129423,26.51029114609068,28.30132899114357,31.487773055454458,33.88691429142339
R2,0.561914884095716,0.525291128483599,0.42894785617981424,0.269633628767597,0.5571434513106448,0.4997757092134506,0.38697662725275217,0.2690961677949858,0.5599702517354885,0.5021429283715739,0.38576516536900163,0.2691477729473408,0.5533485827292604,0.490958275584804,0.36987949126980124,0.27020014939227865
